Ranking,Player,1993/94,1993/94(*)
1.,David Robinson,5740000,12488673
2.,Buck Williams,5050000,10987422
3.,John Williams,4886000,10630601
4.,Vlade Divac,4133000,8992280
5.,Ron Harper,4000000,8702908
5.,Michael Jordan,4000000,8702908
5.,Robert Parish,4000000,8702908
8.,Shaquille O'Neal,3900000,8485335
9.,Patrick Ewing,3825000,8322156
10.,Sam Perkins,3587000,7804333
11.,Benoit Benjamin,3575000,7778224
12.,Danny Ferry,3543000,7708601
13.,Brad Daugherty,3541000,7704249
14.,Dominique Wilkins,3500000,7615045
15.,Derrick Coleman,3440000,7484501
16.,Tim Hardaway,3340000,7266928
17.,Charles Barkley,3250000,7071113
17.,Danny Manning,3250000,7071113
19.,Sam Bowie,3200000,6962326
20.,Hakeem Olajuwon,3170000,6897055
21.,Larry Johnson,3125000,6799147
22.,Alonzo Mourning,3120000,6788268
23.,Karl Malone,3081000,6703415
24.,Scottie Pippen,3075000,6690360
25.,Rony Seikaly,3057000,6651197
26.,Reggie Miller,3011000,6551114
27.,Dikembe Mutombo,3000000,6527181
28.,Dan Majerle,2975000,6472788
29.,Jerome Kersey,2940000,6396637
30.,Kenny Anderson,2925000,6364001
31.,Jon Koncak,2900000,6309608
32.,Mark Price,2850000,6200822
33.,Chris Mullin,2844000,6187768
34.,Stanley Roberts,2841000,6181240
35.,Larry Nance,2840000,6179065
36.,Dennis Scott,2820000,6135550
37.,Ken Norman,2785000,6059399
38.,Christian Laettner,2730000,5939735
39.,Shawn Bradley,2700000,5874463
40.,Nick Anderson,2670000,5809191
41.,Kevin Willis,2625000,5711283
42.,Charles Smith,2557000,5563334
43.,Isiah Thomas,2520000,5482832
44.,Mitch Richmond,2500000,5439317
44.,Terry Porter,2500000,5439317
44.,Magic Johnson,2500000,5439317
44.,Rik Smits,2500000,5439317
48.,Blair Rasmussen,2457000,5345761
49.,John Salley,2452000,5334882
50.,Dennis Rodman,2450000,5330531
51.,Harvey Grant,2429000,5284841
