Ranking,Player,2015/16,2015/16(*)
1.,Kobe Bryant,25000000,32913345
2.,LeBron James,22970500,30241440
3.,Carmelo Anthony,22875000,30115711
4.,Dwight Howard,22359364,29436859
5.,Joe Johnson,22309344,29371005
6.,Chris Bosh,22192730,29217479
7.,Kevin Durant,21971850,28926683
8.,Chris Paul,21468695,28264263
9.,Derrick Rose,20093064,26453198
10.,Dwyane Wade,20000000,26330676
11.,LaMarcus Aldridge,19689000,25921234
11.,Marc Gasol,19689000,25921234
11.,DeAndre Jordan,19689000,25921234
11.,Kevin Love,19689000,25921234
11.,Brook Lopez,19689000,25921234
16.,Blake Griffin,18862876,24833614
17.,Paul Millsap,18671659,24581870
18.,David Lee,17120776,22540080
19.,Paul George,16900000,22249421
20.,Russell Westbrook,16744218,22044329
21.,Kawhi Leonard,16407500,21601028
21.,Enes Kanter,16407500,21601028
21.,Greg Monroe,16407500,21601028
21.,Wesley Matthews,16407500,21601028
21.,Kyrie Irving,16407500,21601028
21.,Jimmy Butler,16407500,21601028
27.,Tobias Harris,16000000,21064541
28.,James Harden,15719062,20694676
29.,Eric Gordon,15514031,20424746
29.,Roy Hibbert,15514031,20424746
31.,Klay Thompson,15501000,20407590
32.,Gordon Hayward,15409570,20287220
33.,Chandler Parsons,15361500,20223934
34.,Goran Dragic,14783000,19462319
35.,John Wall,14728844,19391021
35.,DeMarcus Cousins,14728844,19391021
37.,Khris Middleton,14700000,19353047
38.,Draymond Green,14260870,18774917
39.,Tristan Thompson,14260000,18773772
40.,Danilo Gallinari,14000000,18431473
41.,Reggie Jackson,13913044,18316993
42.,DeMarre Carroll,13600000,17904860
43.,Brandon Knight,13500000,17773206
43.,Eric Bledsoe,13500000,17773206
43.,Al Jefferson,13500000,17773206
46.,Tony Parker,13437500,17690923
47.,Joakim Noah,13400000,17641553
48.,JaVale McGee,13270964,17471672
49.,Nenê,13000000,17114939
49.,Tyson Chandler,13000000,17114939
51.,Ricky Rubio,12700000,16719979
52.,Robin Lopez,12650000,16654152
53.,Ty Lawson,12444552,16383673
54.,Rudy Gay,12403101,16329102
55.,Serge Ibaka,12250000,16127539
56.,Nikola Pekovic,12100000,15930059
57.,Derrick Favors,12000000,15798405
57.,Kyle Lowry,12000000,15798405
57.,Andrew Bogut,12000000,15798405
57.,Kemba Walker,12000000,15798405
57.,Amir Johnson,12000000,15798405
57.,Al Horford,12000000,15798405
63.,Nicolas Batum,11860750,15615078
64.,Andre Iguodala,11710456,15417211
65.,Stephen Curry,11370786,14970024
66.,Nikola Vucevic,11250000,14811005
67.,Kenneth Faried,11235955,14792514
67.,Thaddeus Young,11235955,14792514
69.,Marcin Gortat,11217391,14768074
70.,Jrue Holiday,11000000,14481872
71.,Deron Williams,10853761,14289343
72.,Tyreke Evans,10734586,14132445
73.,Wilson Chandler,10449438,13757038
74.,Monta Ellis,10300000,13560298
75.,Anderson Varejao,10158574,13374106
76.,Luol Deng,10151612,13364940
77.,Gerald Wallace,10105855,13304699
78.,Danny Green,10000000,13165338
78.,Zach Randolph,10000000,13165338
80.,Mike Conley,9680000,12744047
81.,DeMar DeRozan,9500000,12507071
81.,Rajon Rondo,9500000,12507071
83.,Alec Burks,9213484,12129863
84.,Omer Asik,9213483,12129862
85.,Jeff Green,9200000,12112111
86.,Lance Stephenson,9000000,11848804
87.,Iman Shumpert,8988765,11834013
88.,Ryan Anderson,8500000,11190537
88.,Kevin Garnett,8500000,11190537
88.,Taj Gibson,8500000,11190537
88.,Tiago Splitter,8500000,11190537
92.,Brandon Jennings,8344497,10985812
93.,Dirk Nowitzki,8333333,10971114
94.,Corey Brewer,8229375,10834250
95.,Trevor Ariza,8200000,10795577
96.,Channing Frye,8193029,10786399
97.,Al-Farouq Aminu,8042895,10588743
98.,Markieff Morris,8000000,10532270
98.,Arron Afflalo,8000000,10532270
98.,OJ Mayo,8000000,10532270
98.,George Hill,8000000,10532270
98.,Jeff Teague,8000000,10532270
103.,Ersan Ilyasova,7900000,10400617
104.,Avery Bradley,7730337,10177250
105.,Kosta Koufos,7700000,10137310
106.,Boris Diaw,7500000,9874003
107.,Pau Gasol,7448760,9806544
108.,Jose Calderon,7402812,9746052
109.,Kevin Martin,7402474,9745607
110.,JJ Redick,7085000,9327642
111.,Anthony Davis,7070730,9308855
112.,Cory Joseph,7000000,9215736
112.,Louis Williams,7000000,9215736
112.,Rodney Stuckey,7000000,9215736
112.,Marvin Williams,7000000,9215736
116.,Ed Davis,6980802,9190461
117.,Isaiah Thomas,6912869,9101025
118.,Josh Smith,6830916,8993131
119.,Jae Crowder,6796117,8947317
120.,Jason Thompson,6752729,8890195
121.,Carl Landry,6750000,8886603
122.,Greivis Vasquez,6600000,8689123
123.,Aron Baynes,6500000,8557469
124.,Patrick Beverley,6486486,8539678
125.,Michael Kidd-Gilchrist,6331403,8335506
126.,Jarrett Jack,6300000,8294163
127.,Jodie Meeks,6270000,8254667
128.,Patrick Patterson,6268675,8252922
129.,Marco Belinelli,6060606,7978992
130.,Gerald Henderson,6000000,7899202
131.,Andrew Wiggins,5758680,7581497
132.,Kyle Korver,5746479,7565434
133.,Martell Webster,5713500,7522016
134.,Karl-Anthony Towns,5703600,7508982
135.,Bradley Beal,5694673,7497229
136.,Jamal Crawford,5675000,7471329
136.,Courtney Lee,5675000,7471329
138.,JJ Hickson,5583413,7350752
139.,Josh McRoberts,5543725,7298501
139.,Shaun Livingston,5543725,7298501
