Ranking,Player,2010/11,2010/11(*)
1.,Kobe Bryant,24806250,35755757
2.,Rashard Lewis,19573711,28213569
3.,Kevin Garnett,18800000,27098341
4.,Tim Duncan,18700000,26954201
5.,Michael Redd,18300000,26377640
6.,Andrei Kirilenko,17823000,25690092
6.,Pau Gasol,17823000,25690092
8.,Gilbert Arenas,17730694,25557042
9.,Yao Ming,17686100,25492764
10.,Zach Randolph,17666666,25464752
11.,Vince Carter,17300000,24936239
12.,Dirk Nowitzki,17278618,24905419
13.,Carmelo Anthony,17149243,24718938
14.,Dwight Howard,16647180,23995264
15.,Kenyon Martin,16545454,23848636
16.,Amare Stoudemire,16486611,23763819
17.,Joe Johnson,16324500,23530152
18.,Elton Brand,15959099,23003463
19.,Predrag Stojakovic,15532320,22388303
20.,Chris Paul,14940153,21534753
21.,Deron Williams,14940152,21534752
22.,Chris Bosh,14500000,20900316
22.,LeBron James,14500000,20900316
24.,Jason Richardson,14444444,20820238
25.,Carlos Boozer,14400000,20756176
26.,Dwyane Wade,14200000,20467896
27.,Paul Pierce,13876321,20001344
28.,Andrew Bynum,13700000,19747195
29.,Rudy Gay,13603750,19608460
30.,Brandon Roy,13520500,19488464
31.,Tony Parker,13500000,19458915
32.,Samuel Dalembert,13428129,19355320
33.,Antawn Jamison,13358905,19255540
34.,Nick Collison,13250000,19098565
35.,Chauncey Billups,13150000,18954425
36.,Al Jefferson,13000000,18738214
36.,Baron Davis,13000000,18738214
38.,Tyson Chandler,12600000,18161654
39.,Richard Hamilton,12500000,18017514
40.,Andre Iguodala,12345250,17794457
41.,Troy Murphy,11968253,17251053
42.,Manu Ginobili,11854584,17087210
43.,Chris Kaman,11800000,17008533
44.,Marcus Camby,11749832,16936221
45.,Josh Smith,11600000,16720253
46.,Eddy Curry,11530592,16620208
47.,Emeka Okafor,11495000,16568906
48.,Nenê,11360000,16374316
49.,Luol Deng,11345000,16352695
50.,LaMarcus Aldridge,11244000,16207114
51.,Tayshaun Prince,11148760,16069835
52.,Kevin Martin,11100005,15999559
53.,Andrew Bogut,11000000,15855412
53.,Monta Ellis,11000000,15855412
55.,Danny Granger,10973202,15816785
56.,David Lee,10800000,15567132
56.,Ben Gordon,10800000,15567132
56.,Jamal Crawford,10800000,15567132
59.,Jason Terry,10650000,15350922
60.,Mike Dunleavy,10561984,15224055
61.,Caron Butler,10561960,15224021
62.,Gerald Wallace,10500000,15134711
63.,Steve Nash,10310938,14862197
64.,Hidayet Turkoglu,10215850,14725137
65.,Ray Allen,10000000,14414011
66.,Mehmet Okur,9945000,14334734
67.,Corey Maggette,9600000,13837450
68.,Maurice Williams,9300000,13405030
69.,Rajon Rondo,9090911,13103649
70.,Jose Calderon,9000000,12972610
70.,Andris Biedrins,9000000,12972610
70.,Boris Diaw,9000000,12972610
70.,Kirk Hinrich,9000000,12972610
74.,Devin Harris,8981000,12945223
75.,Jason Kidd,8610500,12411184
76.,Andrea Bargnani,8500000,12251909
76.,TJ Ford,8500000,12251909
78.,Stephen Jackson,8453250,12184524
79.,Richard Jefferson,8400000,12107769
80.,David West,8287500,11945611
81.,Lamar Odom,8200000,11819489
82.,John Salmons,8000000,11531209
83.,Jameer Nelson,7800000,11242928
84.,Luis Scola,7775378,11207438
85.,Marko Jaric,7625000,10990683
86.,Paul Millsap,7600000,10954648
87.,Raymond Felton,7500000,10810508
88.,Joel Przybilla,7405300,10674007
89.,Shane Battier,7354500,10600784
90.,Shawn Marion,7305500,10530156
91.,Anderson Varejao,7281818,10496020
92.,Andre Miller,7269264,10477925
93.,JJ Redick,7250000,10450158
94.,Dan Gadzuric,7248325,10447743
95.,James Posey,7148800,10304288
96.,Leandro Barbosa,7100000,10233948
97.,Charlie Villanueva,7020000,10118636
98.,Travis Outlaw,7000000,10089807
99.,Brendan Haywood,6900000,9945667
100.,Nazr Mohammed,6883800,9922317
100.,Jared Jeffries,6883800,9922317
100.,Vladimir Radmanovic,6883800,9922317
103.,Andres Nocioni,6850000,9873597
104.,Greg Oden,6760524,9744627
105.,JR Smith,6757851,9740774
106.,Marvin Williams,6712500,9675405
107.,Morris Peterson,6665000,9606938
108.,Jeff Foster,6655000,9592524
109.,Jason Kapono,6641440,9572979
110.,Tyrus Thomas,6611570,9529924
111.,Josh Childress,6500000,9369107
112.,Beno Udrih,6478600,9338261
112.,DeSagana Diop,6478600,9338261
114.,Marcin Gortat,6322320,9112999
114.,Trevor Ariza,6322320,9112999
114.,Metta World Peace,6322320,9112999
114.,Rasheed Wallace,6322320,9112999
118.,Kevin Durant,6053663,8725756
119.,Andray Blatche,5900000,8504266
120.,Wesley Matthews,5765000,8309677
120.,Al Harrington,5765000,8309677
120.,Jermaine O'Neal,5765000,8309677
123.,Drew Gooden,5760000,8302470
124.,Kyle Lowry,5750000,8288056
125.,Mike Bibby,5564767,8021061
126.,Derrick Rose,5546160,7994241
127.,Nenad Krstic,5543116,7989853
128.,Francisco Garcia,5500000,7927706
128.,Jamaal Tinsley,5500000,7927706
130.,Sasha Vujacic,5475113,7891834
131.,Al Horford,5444857,7848223
132.,Blake Griffin,5357280,7721989
133.,Mickael Pietrus,5300000,7639426
134.,Luke Walton,5260000,7581770
135.,Channing Frye,5200000,7495285
136.,John Wall,5144280,7414971
137.,Reggie Evans,5080000,7322317
138.,Amir Johnson,5000000,7207005
138.,Louis Williams,5000000,7207005
138.,Mike Miller,5000000,7207005
138.,Jason Maxiell,5000000,7207005
138.,Kyle Korver,5000000,7207005
143.,Linas Kleiza,4995000,7199798
144.,Michael Beasley,4962240,7152578
145.,Mike Conley,4913007,7081613
146.,Antonio McDyess,4860000,7005209
147.,Marcus Banks,4847586,6987315
148.,Darius Songaila,4818000,6944670
149.,Martell Webster,4800000,6918725
150.,Hasheem Thabeet,4793280,6909039
151.,Ronnie Brewer,4790000,6904311
152.,Kendrick Perkins,4640208,6688401
153.,Evan Turner,4602720,6634365
154.,Jarrett Jack,4600000,6630445
155.,Chris Andersen,4533300,6534303
156.,OJ Mayo,4456200,6423171
157.,Jeff Green,4455988,6422866
158.,Charlie Bell,4447792,6411052
159.,Brad Miller,4400000,6342165
160.,Darko Milicic,4325000,6234059
161.,James Harden,4304520,6204540
162.,Matt Carroll,4300000,6198024
163.,Zaza Pachulia,4251250,6127756
164.,Hakim Warrick,4250000,6125954
164.,Randy Foye,4250000,6125954
166.,Nate Robinson,4200000,6053884
167.,DeShawn Stevenson,4151786,5984389
168.,Derrick Favors,4133280,5957714
169.,Yi Jianlian,4050499,5838393
170.,Russell Westbrook,4017720,5791146
