Ranking,Player,2011/12,2011/12(*)
1.,Kobe Bryant,25244493,35136976
2.,Vince Carter,21300000,29646765
3.,Kevin Garnett,21247044,29573059
4.,Tim Duncan,21164619,29458334
5.,Rashard Lewis,21136631,29419378
6.,Gilbert Arenas,19269307,26820312
7.,Dirk Nowitzki,19092873,26574739
8.,Pau Gasol,18714150,26047607
9.,Carmelo Anthony,18518574,25775391
10.,Amare Stoudemire,18217705,25356622
11.,Dwight Howard,18091770,25181337
12.,Joe Johnson,18038573,25107294
13.,Richard Hamilton,17500000,24357671
14.,Elton Brand,17059727,23744870
15.,Chris Paul,16359805,22770672
15.,Deron Williams,16359805,22770672
17.,Brandon Roy,16032144,22314611
18.,Chris Bosh,16022500,22301188
18.,LeBron James,16022500,22301188
20.,Dwyane Wade,15691000,21839784
21.,Kevin Durant,15506632,21583169
22.,Paul Pierce,15333334,21341961
23.,Baron Davis,15252181,21229007
24.,Zach Randolph,15200000,21156378
25.,Antawn Jamison,15076715,20984781
26.,Rudy Gay,15032144,20922744
27.,Andrew Bynum,14900000,20738818
28.,Chauncey Billups,14200000,19764510
29.,Chris Kaman,14030000,19527893
30.,Al Jefferson,14000000,19486137
31.,Andre Iguodala,13531750,18834396
32.,Carlos Boozer,13500000,18790204
33.,Tyson Chandler,13107837,18244365
34.,Nenê,13000000,18094270
35.,Manu Ginobili,12981038,18067878
36.,Marc Gasol,12922194,17985975
37.,Emeka Okafor,12541812,17456534
38.,Tony Parker,12500000,17398337
39.,Josh Smith,12400000,17259150
40.,LaMarcus Aldridge,12372000,17220178
41.,Luol Deng,12325000,17154760
42.,Danny Granger,12015904,16724540
43.,Andrew Bogut,12000000,16702403
43.,Joakim Noah,12000000,16702403
43.,Al Horford,12000000,16702403
46.,Steve Nash,11689062,16269619
47.,David Lee,11610000,16159575
48.,Ben Gordon,11600000,16145657
49.,Kevin Martin,11519840,16034084
50.,Marcus Camby,11227250,15626838
51.,Jason Terry,11158000,15530451
52.,Hidayet Turkoglu,11015850,15332597
53.,Monta Ellis,11000000,15310536
54.,Mehmet Okur,10890000,15157431
55.,Corey Maggette,10262069,14283435
56.,Jason Kidd,10121000,14087085
57.,DeAndre Jordan,10079404,14029189
58.,Rajon Rondo,10045455,13981937
59.,David West,10000000,13918669
59.,Ray Allen,10000000,13918669
61.,Jose Calderon,9780992,13613839
62.,Gerald Wallace,9500000,13222736
63.,Devin Harris,9319000,12970808
64.,Richard Jefferson,9282000,12919309
65.,Stephen Jackson,9256500,12883816
66.,Andrea Bargnani,9250000,12874769
67.,Andris Biedrins,9000000,12526802
67.,Boris Diaw,9000000,12526802
69.,Lamar Odom,8900000,12387616
70.,Luis Scola,8591793,11958633
71.,John Salmons,8500000,11830869
71.,Carl Landry,8500000,11830869
71.,Maurice Williams,8500000,11830869
71.,Rodney Stuckey,8500000,11830869
75.,Paul Millsap,8103435,11278903
76.,Kirk Hinrich,8100000,11274122
77.,Shawn Marion,8022449,11166181
78.,Caron Butler,8000000,11134935
78.,Kris Humphries,8000000,11134935
80.,Andre Miller,7807728,10867318
81.,Jameer Nelson,7800000,10856562
82.,Anderson Varejao,7700000,10717375
83.,Brendan Haywood,7624500,10612289
84.,Leandro Barbosa,7600000,10578189
85.,James Posey,7595600,10572064
86.,Arron Afflalo,7562500,10525994
87.,Raymond Felton,7560000,10522514
88.,Charlie Villanueva,7540000,10494677
89.,Marvin Williams,7500000,10439002
90.,Thaddeus Young,7478261,10408744
91.,Tyrus Thomas,7305765,10168653
92.,Kendrick Perkins,7123626,9915139
93.,Marcus Thornton,7000000,9743068
93.,Samuel Dalembert,7000000,9743068
93.,Travis Outlaw,7000000,9743067
96.,Derrick Rose,6993708,9734311
