Ranking,Player,2013/14,2013/14(*)
1.,Kobe Bryant,30453000,40973907
2.,Dirk Nowitzki,22721381,30571167
3.,Gilbert Arenas,22346536,30066820
4.,Amare Stoudemire,21679893,29169865
5.,Carmelo Anthony,21490000,28914368
6.,Joe Johnson,21466718,28883043
7.,Dwight Howard,20513178,27600074
8.,Pau Gasol,19285850,25948728
9.,LeBron James,19067500,25654943
9.,Chris Bosh,19067500,25654943
11.,Kevin Durant,18773176,25258935
12.,Chris Paul,18668431,25118003
13.,Dwyane Wade,18536000,24939820
14.,Deron Williams,18466130,24845811
15.,Rudy Gay,17888932,24069203
16.,Zach Randolph,17800000,23949546
17.,Brandon Roy,17779458,23921908
18.,Derrick Rose,17632688,23724431
19.,Blake Griffin,16402500,22069238
20.,Paul Pierce,15333334,20630696
21.,Carlos Boozer,15300000,20585846
22.,Marc Gasol,14860523,19994538
23.,Brook Lopez,14694000,19770485
24.,Russell Westbrook,14693906,19770359
24.,Kevin Love,14693906,19770359
26.,Emeka Okafor,14544687,19569587
27.,Danny Granger,14379240,19346981
28.,Luol Deng,14312125,19256680
29.,Eric Gordon,14283844,19218628
29.,Roy Hibbert,14283844,19218628
31.,Andrew Bogut,14200000,19105818
32.,Tyson Chandler,14100538,18971994
33.,LaMarcus Aldridge,14100000,18971270
34.,Josh Smith,14000000,18836722
35.,David Lee,13878000,18672573
36.,James Harden,13668750,18391031
37.,Al Jefferson,13500000,18163982
38.,Ben Gordon,13200000,17760338
39.,Nenê,13000000,17491242
40.,Andre Iguodala,12868632,17314489
41.,Tony Parker,12500000,16818502
42.,Serge Ibaka,12250000,16482131
43.,Nikola Pekovic,12100000,16280309
44.,David West,12000000,16145761
44.,Kris Humphries,12000000,16145761
44.,Rajon Rondo,12000000,16145761
44.,Al Horford,12000000,16145761
48.,Tyreke Evans,11796247,15871616
49.,Joakim Noah,11600000,15607569
50.,Kevin Garnett,11532468,15516706
51.,Richard Jefferson,11046000,14862173
52.,Andrea Bargnani,11000000,14800281
52.,Jrue Holiday,11000000,14800281
54.,DeAndre Jordan,10986550,14782185
55.,Nicolas Batum,10920250,14692979
56.,Ty Lawson,10786517,14513044
57.,JaVale McGee,10750000,14463911
58.,Tim Duncan,10361446,13941120
59.,Danilo Gallinari,10146925,13652486
60.,Gerald Wallace,10105855,13597227
61.,Tiago Splitter,10000000,13454801
62.,Stephen Curry,9887642,13303626
63.,DeMar DeRozan,9500000,12782061
63.,Paul Millsap,9500000,12782061
65.,Metta World Peace,9317280,12536214
66.,Shawn Marion,9316796,12535564
67.,Steve Nash,9300500,12513638
68.,Andray Blatche,9170525,12338758
69.,Anderson Varejao,9100000,12243869
70.,Andris Biedrins,9000000,12109321
71.,Jeff Green,8700000,11705677
72.,Tyrus Thomas,8694215,11697893
73.,Thaddeus Young,8600000,11571129
73.,Jameer Nelson,8600000,11571129
75.,Charlie Villanueva,8580000,11544219
76.,Al Harrington,8548107,11501307
77.,Rodney Stuckey,8500000,11436581
78.,Kendrick Perkins,8477437,11406223
79.,Caron Butler,8386992,11284531
80.,Monta Ellis,8360000,11248214
81.,Ryan Anderson,8308500,11178921
82.,Marcus Thornton,8165000,10985845
83.,OJ Mayo,8000000,10763841
83.,George Hill,8000000,10763841
83.,Jeff Teague,8000000,10763841
86.,Ersan Ilyasova,7900000,10629293
86.,Mike Conley,7900000,10629293
88.,Marcin Gortat,7727280,10396901
88.,Trevor Ariza,7727280,10396901
90.,Brandon Jennings,7655503,10300327
91.,Mike Miller,7599507,10224985
92.,John Salmons,7580000,10198739
93.,Arron Afflalo,7562500,10175193
94.,Taj Gibson,7550000,10158375
95.,Marvin Williams,7500000,10091101
95.,Goran Dragic,7500000,10091101
97.,John Wall,7459924,10037179
98.,Josh Childress,7405833,9964401
99.,Tayshaun Prince,7235955,9735833
100.,Drew Gooden,7091619,9541632
101.,Brendan Haywood,7073500,9517253
102.,Michael Beasley,7027424,9455258
