Ranking,Player,1992/93,1992/93(*)
1.,David Robinson,5720000,12817981
2.,Michael Jordan,4000000,8963623
3.,Hot Rod Williams,3786000,8484069
4.,Vlade Divac,3633000,8141210
5.,Robert Parish,3513000,7872302
6.,Kevin McHale,3500000,7843170
6.,Dominique Wilkins,3500000,7843170
8.,Scottie Pippen,3425000,7675102
9.,Reggie Lewis,3320000,7439807
10.,Patrick Ewing,3300000,7394989
11.,Reggie Miller,3211000,7195548
12.,Benoit Benjamin,3175000,7114876
13.,Hakeem Olajuwon,3170000,7103671
14.,Danny Ferry,3143000,7043167
15.,Sam Perkins,3047000,6828040
16.,Shaquille O'Neal,3000000,6722717
17.,Brad Daugherty,2923000,6550167
18.,Derrick Coleman,2870000,6431399
19.,Karl Malone,2854000,6395545
20.,Chris Mullin,2844000,6373136
21.,Larry Nance,2775000,6218513
22.,Ralph Sampson,2685000,6016832
23.,Jerome Kersey,2655000,5949605
24.,Danny Manning,2600000,5826355
24.,Sam Bowie,2600000,5826355
26.,Larry Johnson,2540000,5691900
27.,Bernard King,2500000,5602264
27.,Magic Johnson,2500000,5602264
29.,Jon Koncak,2450000,5490219
30.,Kevin Willis,2425000,5434196
31.,Charles Barkley,2420000,5422992
32.,Terry Cummings,2407000,5393860
33.,Hersey Hawkins,2400000,5378174
33.,Dennis Scott,2400000,5378174
33.,Dikembe Mutombo,2400000,5378174
33.,Alonzo Mourning,2400000,5378174
37.,Rony Seikaly,2382000,5337837
38.,Kenny Anderson,2376000,5324392
39.,Mahmoud Abdul-Rauf,2358000,5284055
40.,Dennis Rodman,2350000,5266128
41.,Wayman Tisdale,2333000,5228033
42.,Pervis Ellison,2300000,5154083
42.,Armen Gilliam,2300000,5154083
42.,Larry Bird,2300000,5154083
45.,Isiah Thomas,2272000,5091338
46.,Steve Smith,2252000,5046519
47.,Moses Malone,2230000,4997220
48.,Ron Harper,2220000,4974810
49.,Kevin Duckworth,2213000,4959124
50.,John Stockton,2200000,4929992
50.,Terry Porter,2200000,4929992
50.,Bill Cartwright,2200000,4929992
53.,Gary Payton,2183000,4891897
54.,Chuck Person,2156000,4831393
55.,Otis Thorpe,2102000,4710384
56.,Christian Laettner,2100000,4705902
57.,Willie Anderson,2075000,4649879
58.,Derek Harper,2069000,4636434
59.,Mike Sanders,2010000,4504220
60.,Rex Chapman,2004000,4490775
61.,John Salley,2002000,4486293
62.,Ricky Pierce,2000000,4481811
62.,LaSalle Thompson,2000000,4481811
62.,Rik Smits,2000000,4481811
65.,Blair Rasmussen,1988000,4454920
66.,Kenny Smith,1983000,4443716
67.,Jeff Malone,1980000,4436993
68.,Billy Owens,1962000,4396657
69.,Kendall Gill,1908000,4275648
70.,Johnny Dawkins,1900000,4257721
70.,Stanley Roberts,1900000,4257721
70.,LaPhonso Ellis,1900000,4257721
70.,Horace Grant,1900000,4257721
74.,Tom Chambers,1885000,4224107
75.,Sherman Douglas,1869000,4188253
75.,Xavier McDaniel,1869000,4188253
77.,Buck Williams,1850000,4145675
77.,Kevin Johnson,1850000,4145675
77.,James Worthy,1850000,4145675
80.,Doug Smith,1845000,4134471
81.,Cliff Robinson,1805000,4044834
82.,Sean Elliott,1802000,4038112
82.,Fat Lever,1802000,4038112
84.,Jay Humphries,1800000,4033630
84.,Frank Brickowski,1800000,4033630
86.,Mark Jackson,1790000,4011221
87.,Micheal Williams,1775000,3977607
88.,A.C. Green,1750000,3921585
89.,Charles Shackleford,1720000,3854358
90.,Sleepy Floyd,1700000,3809539
91.,Mark Price,1690000,3787130
92.,Manute Bol,1650000,3697494
93.,Jeff Hornacek,1646000,3688531
94.,Harvey Grant,1625000,3641472
95.,Drazen Petrovic,1615000,3619062
96.,Felton Spencer,1610000,3607858
97.,Danny Schayes,1600000,3585449
98.,Luc Longley,1590000,3563040
99.,Glen Rice,1552000,3477885
100.,Vernon Maxwell,1542000,3455476
101.,Terry Davis,1537000,3444272
102.,Sam Vincent,1510000,3383767
102.,Chris Morris,1510000,3383767
104.,Rolando Blackman,1500000,3361358
104.,Sarunas Marciulionis,1500000,3361358
106.,Lionel Simmons,1464000,3280686
107.,Mike Gminski,1415000,3170881
108.,Brian Shaw,1413000,3166399
109.,Tyrone Hill,1400000,3137268
109.,Stacey King,1400000,3137268
111.,Detlef Schrempf,1393000,3121581
112.,Michael Cage,1390000,3114859
113.,Tony Campbell,1383000,3099172
114.,Clyde Drexler,1378000,3087968
115.,Vern Fleming,1360000,3047631
116.,Mark Aguirre,1351000,3027463
117.,Scott Skiles,1348000,3020741
118.,Joe Dumars,1339000,3000572
