Ranking,Player,1991/92,1991/92(*)
1.,Larry Bird,7070000,16332479
2.,Hot Rod Williams,3786000,8746077
3.,Kevin McHale,3500000,8085386
4.,Reggie Lewis,3340000,7715768
5.,Michael Jordan,3250000,7507858
6.,Reggie Miller,3211000,7417764
7.,Charles Barkley,3200000,7392352
8.,Hakeem Olajuwon,3170000,7323049
9.,Patrick Ewing,3139000,7251436
10.,Dominique Wilkins,3100000,7161341
11.,Robert Parish,3000000,6930330
12.,Isiah Thomas,2960000,6837926
13.,Benoit Benjamin,2875000,6641567
14.,Chris Mullin,2844000,6569953
15.,Danny Ferry,2843000,6567643
16.,Scottie Pippen,2770000,6399005
17.,Ralph Sampson,2685000,6202646
18.,Karl Malone,2556000,5904641
19.,Bernard King,2525000,5833028
20.,Sam Perkins,2507000,5791446
21.,Magic Johnson,2500000,5775275
22.,Wayman Tisdale,2333000,5389487
23.,Pervis Ellison,2300000,5313253
23.,Danny Manning,2300000,5313253
23.,Derrick Coleman,2300000,5313253
26.,Tom Chambers,2275000,5255500
27.,Steve Smith,2250000,5197748
28.,Brad Daugherty,2245000,5186197
29.,David Robinson,2240000,5174647
30.,Chuck Person,2156000,4980597
31.,John Stockton,2100000,4851231
32.,Kevin Duckworth,2013000,4650252
33.,Mahmoud Abdul-Rauf,2008000,4638701
34.,Dikembe Mutombo,2005000,4631771
35.,Rony Seikaly,2002000,4624840
36.,LaSalle Thompson,2000000,4620220
36.,John Salley,2000000,4620220
36.,Bill Cartwright,2000000,4620220
36.,Sam Bowie,2000000,4620220
36.,Jon Koncak,2000000,4620220
41.,Dennis Scott,1980000,4574018
42.,Larry Johnson,1955000,4516265
43.,Kevin Johnson,1950000,4504715
44.,Scott Skiles,1925000,4446962
45.,Rolando Blackman,1920000,4435411
46.,Kendall Gill,1908000,4407690
47.,Gary Payton,1883000,4349937
48.,Terry Cummings,1861000,4299115
49.,Mike Gminski,1850000,4273704
50.,Kenny Anderson,1828000,4222881
51.,Mychal Thompson,1807000,4174369
52.,Sean Elliott,1802000,4162818
53.,Terry Porter,1787000,4128167
54.,Otis Thorpe,1786000,4125856
55.,Ricky Pierce,1750000,4042693
55.,James Worthy,1750000,4042693
55.,A.C. Green,1750000,4042693
55.,Horace Grant,1750000,4042693
59.,Derek Harper,1725000,3984940
60.,Buck Williams,1700000,3927187
60.,Johnny Dawkins,1700000,3927187
62.,Ron Harper,1650000,3811681
63.,Kenny Smith,1633000,3772410
64.,Xavier McDaniel,1625000,3753929
65.,Fat Lever,1619000,3740068
66.,Moses Malone,1600000,3696176
66.,Danny Schayes,1600000,3696176
66.,John Paxson,1600000,3696176
69.,Luc Longley,1590000,3673075
70.,Jeff Malone,1580000,3649974
70.,Vinnie Johnson,1580000,3649973
72.,Blair Rasmussen,1558000,3599151
73.,Mark Price,1520000,3511367
74.,Billy Owens,1509000,3485956
75.,Sleepy Floyd,1500000,3465165
75.,Doug Smith,1500000,3465165
77.,Greg Anderson,1465000,3384311
78.,Jeff Hornacek,1428000,3298837
79.,Willie Burton,1402000,3238774
80.,Kevin Gamble,1400000,3234154
81.,Michael Cage,1390000,3211053
82.,Terry Catledge,1386000,3201812
83.,Clyde Drexler,1378000,3183331
84.,Brad Lohaus,1377000,3181021
85.,Drazen Petrovic,1375000,3176401
86.,Bill Laimbeer,1369000,3162540
87.,Larry Nance,1363000,3148680
88.,Manute Bol,1350000,3118648
88.,Armen Gilliam,1350000,3118648
88.,Rik Smits,1350000,3118648
88.,Cliff Levingston,1350000,3118648
92.,Felton Spencer,1340000,3095547
93.,Mark Eaton,1333000,3079377
93.,Alton Lister,1333000,3079377
95.,Charles Shackleford,1332000,3077066
96.,Brian Shaw,1313000,3033174
97.,Michael Adams,1309000,3023934
98.,Glen Rice,1302000,3007763
99.,Jerry Reynolds,1300000,3003143
99.,Dale Ellis,1300000,3003143
101.,Joe Dumars,1295000,2991592
102.,Lionel Simmons,1289000,2977732
103.,Detlef Schrempf,1278000,2952320
104.,Sarunas Marciulionis,1267000,2926909
105.,Antoine Carr,1263000,2917669
106.,Sam Vincent,1260000,2910738
107.,Mark Jackson,1250000,2887637
107.,Randy Breuer,1250000,2887637
107.,Sherman Douglas,1250000,2887637
107.,J.R. Reid,1250000,2887637
111.,Mark Aguirre,1232000,2846055
112.,Walter Davis,1215000,2806783
113.,Johnny Newman,1206000,2785993
114.,Wayne Cooper,1200000,2772132
114.,Tyrone Hill,1200000,2772132
116.,Doc Rivers,1195000,2760581
117.,Tony Campbell,1183000,2732860
117.,Herb Williams,1183000,2732860
119.,Mike Brown,1175000,2714379
120.,Bo Kimble,1150000,2656626
120.,Ken Norman,1150000,2656626
122.,Alec Kessler,1122000,2591943
123.,Derrick McKey,1112000,2568842
124.,John Williams,1100000,2541121
124.,Byron Scott,1100000,2541121
124.,Stacey King,1100000,2541121
127.,Dennis Rodman,1075000,2483368
128.,Sidney Green,1063000,2455647
129.,Frank Brickowski,1055000,2437166
130.,Eddie Johnson,1050000,2425615
130.,Charles Oakley,1050000,2425615
130.,Charles Smith,1050000,2425615
133.,Alvin Robertson,1033000,2386343
134.,Rodney McCray,1025000,2367863
134.,Rumeal Robinson,1025000,2367863
136.,Kiki Vandeweghe,1020000,2356312
137.,Dell Curry,1006000,2323970
138.,Paul Pressey,1000000,2310110
138.,Ron Anderson,1000000,2310110
138.,Thurl Bailey,1000000,2310110
138.,Loy Vaught,1000000,2310110
138.,Chris Dudley,1000000,2310110
138.,Travis Mays,1000000,2310110
138.,Maurice Cheeks,1000000,2310110
145.,Larry Smith,997000,2303179
146.,George McCloud,990000,2287009
147.,Mark West,975000,2252357
148.,Mark Macon,970000,2240806
149.,Orlando Woolridge,957000,2210775
150.,Mitch Richmond,950000,2194604
150.,Dennis Hopson,950000,2194604
150.,Kurt Rambis,950000,2194604
150.,Jeff Grayer,950000,2194604
150.,Joe Kleine,950000,2194604
155.,Roy Hinson,943000,2178434
156.,Vlade Divac,942000,2176123
157.,Rex Chapman,940000,2171503
158.,Jim Petersen,936000,2162263
159.,James Edwards,933000,2155332
160.,Gary Grant,928000,2143782
161.,Joe Barry Carroll,925000,2136852
161.,Craig Ehlo,925000,2136852
163.,Tyrone Corbin,922000,2129921
164.,Muggsy Bogues,906000,2092959
165.,Lester Conner,900000,2079099
165.,William Bedford,900000,2079099
165.,Ed Pinckney,900000,2079099
168.,James Donaldson,880000,2032897
169.,Stacey Augmon,875000,2021346
170.,Greg Anthony,865000,1998245
171.,Mike Sanders,860000,1986694
172.,Randy White,855000,1975144
173.,Darrell Griffith,850000,1963593
173.,Terry Mills,850000,1963593
175.,Dave Jamerson,840000,1940492
176.,Tom Hammonds,825000,1905840
176.,Tim McCormick,825000,1905840
178.,Duane Causwell,820000,1894290
179.,Trent Tucker,813000,1878119
180.,Hersey Hawkins,805000,1859638
181.,Gerald Wilkins,795000,1836537
182.,Fred Roberts,791000,1827297
183.,Ledell Eackles,780000,1801886
184.,Bison Dele,777000,1794955
185.,Willie Anderson,775000,1790335
185.,Buck Johnson,775000,1790335
187.,Joe Wolf,763000,1762614
188.,Tod Murphy,760000,1755683
188.,Pooh Richardson,760000,1755683
188.,Jay Humphries,760000,1755683
188.,Vern Fleming,760000,1755683
192.,Charles Jones,750000,1732582
192.,Nick Anderson,750000,1732582
192.,Olden Polynice,750000,1732582
192.,Victor Alexander,750000,1732582
196.,Jerrod Mustaf,735000,1697931
197.,Nate McMillan,733000,1693310
198.,Danny Ainge,725000,1674829
198.,Kevin Willis,725000,1674829
200.,Gerald Glass,705000,1628627
200.,Dee Brown,705000,1628627
202.,Andrew Lang,700000,1617077
202.,Greg Kite,700000,1617077
202.,Terry Teagle,700000,1617077
202.,Chris Gatling,700000,1617077
202.,John Battle,700000,1617077
202.,Craig Hodges,700000,1617077
208.,Tim Perry,675000,1559324
208.,Alexander Volkov,675000,1559324
210.,Darrell Walker,665000,1536223
210.,Stojko Vrankovic,665000,1536223
212.,Mike Woodson,658000,1520052
213.,Dwayne Schintzius,650000,1501571
213.,Ed Nealy,650000,1501571
213.,Jayson Williams,650000,1501571
213.,Chris Morris,650000,1501571
217.,Tim Hardaway,640000,1478470
217.,Jerome Lane,640000,1478470
217.,Chucky Brown,640000,1478470
220.,Sam Mitchell,630000,1455369
221.,Kevin Brooks,625000,1443818
221.,Michael Smith,625000,1443818
