Ranking,Player,2023/24,2023/24(*)
1.,Stephen Curry,51915615,53458234
2.,Kevin Durant,47649433,49065286
3.,Joel Embiid,47607350,49021953
3.,LeBron James,47607350,49021953
3.,Nikola Jokic,47607350,49021953
6.,Bradley Beal,46741590,48130468
7.,Damian Lillard,45640084,46996232
7.,Giannis Antetokounmpo,45640084,46996232
7.,Kawhi Leonard,45640084,46996232
7.,Paul George,45640084,46996232
11.,Jimmy Butler,45183960,46526554
12.,Klay Thompson,43219440,44503661
13.,Rudy Gobert,41000000,42218272
14.,Fred VanVleet,40806300,42018817
15.,Anthony Davis,40600080,41806469
16.,Luka Doncic,40064220,41254687
16.,Zach LaVine,40064220,41254687
16.,Trae Young,40064220,41254687
19.,Tobias Harris,39270150,40437022
20.,Kyrie Irving,38037037,39167268
21.,Pascal Siakam,37893408,39019371
21.,Ben Simmons,37893408,39019371
23.,Jrue Holiday,37620347,38738196
24.,Devin Booker,36016200,37086384
24.,Karl-Anthony Towns,36016200,37086384
24.,Kristaps Porzingis,36016200,37086384
27.,CJ McCollum,35802469,36866302
28.,James Harden,35680595,36740807
29.,Zion Williamson,34005250,35015681
29.,Ja Morant,34005250,35015681
29.,Darius Garland,34005250,35015681
32.,Brandon Ingram,33833400,34838724
32.,Jamal Murray,33833400,34838724
34.,Shai Gilgeous-Alexander,33386850,34378905
34.,Michael Porter,33386850,34378905
36.,Gordon Hayward,33319397,34309448
37.,Donovan Mitchell,33162030,34147405
38.,De'Aaron Fox,32600060,33568737
38.,Bam Adebayo,32600060,33568737
38.,Jayson Tatum,32600060,33568737
41.,Deandre Ayton,32459438,33423936
42.,Jaylen Brown,31830357,32776163
43.,Chris Paul,30800000,31715190
44.,Kyle Lowry,29682540,30564525
45.,Khris Middleton,29320988,30192230
46.,Domantas Sabonis,29300000,30170619
47.,DeMar DeRozan,28600000,29449819
48.,Jordan Poole,27955357,28786021
49.,Jerami Grant,27586207,28405902
50.,Jaren Jackson Jr,27102202,27907516
51.,Tyler Herro,27000000,27802277
52.,Julius Randle,26943840,27744448
53.,Jalen Brunson,26346666,27129530
54.,Cameron Johnson,25679348,26442383
55.,Kyle Kuzma,25568182,26327914
56.,John Collins,25340000,26092952
57.,Brook Lopez,25000000,25742849
58.,Mike Conley,24360000,25083832
59.,Andrew Wiggins,24330357,25053308
60.,Anfernee Simons,24107143,24823461
61.,RJ Barrett,23883929,24593615
62.,Jordan Clarkson,23487629,24185539
63.,Terry Rozier,23205221,23894740
64.,Dillon Brooks,22627671,23300028
65.,Malcolm Brogdon,22500000,23168564
66.,Draymond Green,22321429,22984687
67.,Bruce Brown,22000000,22653707
68.,Mikal Bridges,21700000,22344793
69.,Aaron Gordon,21266182,21898084
70.,Myles Turner,20975000,21598250
71.,Clint Capela,20616000,21228583
72.,Lonzo Ball,20465117,21073216
73.,Spencer Dinwiddie,20411797,21018311
74.,De'Andre Hunter,20089286,20686218
75.,Keldon Johnson,20000000,20594279
75.,Bojan Bogdanovic,20000000,20594279
75.,Jarrett Allen,20000000,20594279
78.,Joe Harris,19928571,20520727
79.,Jakob Poeltl,19500000,20079422
80.,Buddy Hield,19321859,19895988
81.,Evan Fournier,18857143,19417463
81.,Derrick White,18857143,19417463
83.,Bogdan Bogdanovic,18700000,19255651
84.,OG Anunoby,18642857,19196810
85.,Marcus Smart,18583713,19135908
86.,Gary Trent Jr,18560000,19111491
87.,Nikola Vucevic,18518519,19068777
88.,Dejounte Murray,18214000,18755210
89.,Duncan Robinson,18154000,18693427
90.,Norman Powell,18000000,18534851
91.,Tim Hardaway Jr,17897728,18429540
92.,Marcus Morris,17612280,18135610
93.,Collin Sexton,17525000,18045737
94.,Jonathan Isaac,17400000,17917023
95.,D'Angelo Russell,17307693,17821973
96.,Lauri Markkanen,17259999,17772862
97.,Harrison Barnes,17000000,17505137
97.,Markelle Fultz,17000000,17505137
97.,Davis Bertans,17000000,17505137
100.,Jusuf Nurkic,16875000,17376423
101.,PJ Washington,16847826,17348441
102.,Kevin Porter,15860000,16331263
103.,Rui Hachimura,15740741,16208460
104.,Mitchell Robinson,15681818,16147787
105.,Kevin Huerter,15669643,16135250
106.,Jonas Valanciunas,15435000,15893635
107.,Caris LeVert,15384616,15841754
108.,Luguentz Dort,15277778,15731741
109.,Luke Kennard,14763636,15202322
110.,Kentavious Caldwell-Pope,14704938,15141880
111.,Max Strus,14487684,14918170
112.,Reggie Bullock,14210528,14632779
113.,Tyus Jones,14000000,14415995
113.,Doug McDermott,14000000,14415995
115.,Dorian Finney-Smith,13932008,14345983
116.,Anthony Edwards,13534817,13936990
117.,Wendell Carter,13050000,13437767
118.,Gary Harris,13000000,13386281
119.,Josh Hart,12960000,13345093
120.,Naz Reid,12950400,13335207
121.,Steven Adams,12600000,12974396
122.,Marvin Bagley,12500000,12871424
122.,Brandon Clarke,12500000,12871424
124.,Grant Williams,12405000,12773601
124.,Dennis Schroeder,12405000,12773601
126.,Daniel Gafford,12402000,12770512
127.,Kelly Olynyk,12195122,12557487
128.,Victor Wembanyama,12160632,12521972
129.,James Wiseman,12119440,12479556
130.,Devonte Graham,12100000,12459539
131.,Richaun Holmes,12046020,12403955
132.,Herb Jones,12015150,12372167
132.,Austin Reaves,12015150,12372167
134.,Chris Boucher,11750000,12099139
135.,Nicolas Batum,11710818,12058792
135.,Bobby Portis,11710818,12058792
137.,Robert Covington,11692308,12039732
138.,Paolo Banchero,11608080,11953002
139.,Robert Williams,11571429,11915262
140.,Coby White,11111111,11441266
141.,Cade Cunningham,11055360,11383858
142.,Talen Horton-Tucker,11020000,11347447
143.,PJ Tucker,11014500,11341784
144.,Joe Ingles,11000000,11326853
144.,Maxi Kleber,11000000,11326853
146.,Ivica Zubac,10933333,11258205
147.,LaMelo Ball,10900635,11224536
148.,Donte DiVincenzo,10900000,11223882
149.,Brandon Miller,10880364,11203662
150.,Terance Mann,10576923,10891205
151.,Matisse Thybulle,10500000,10811996
151.,Gabe Vincent,10500000,10811996
153.,Alec Burks,10489600,10801287
154.,Chet Holmgren,10386000,10694609
155.,Larry Nance Jr,10375000,10683282
156.,Landry Shamet,10250000,10554568
157.,Al Horford,10000000,10297139
158.,Malik Monk,9945830,10241360
159.,Tre Jones,9895833,10189877
160.,Jalen Green,9891480,10185395
161.,Patrick Williams,9835881,10128144
162.,Monte Morris,9800926,10092150
163.,Scoot Henderson,9770904,10061236
164.,Nicolas Claxton,9625000,9910996
165.,Royce O'Neale,9500000,9782282
166.,Alex Caruso,9460000,9741094
167.,Victor Oladipo,9450000,9730797
168.,Pat Connaughton,9423869,9703889
169.,Cameron Payne,9391467,9670523
170.,Jabari Smith,9326520,9603647
171.,Isaiah Hartenstein,9245121,9519830
172.,Kyle Anderson,9219512,9493460
173.,Daniel Theis,9108387,9379032
174.,Thaddeus Young,9010371,9278104
175.,Grayson Allen,8925000,9190197
176.,Isaac Okoro,8920794,9185866
177.,Evan Mobley,8882640,9146578
178.,Amen Thompson,8809284,9071042
179.,Georges Niang,8800000,9061482
180.,Gary Payton II,8715000,8973957
181.,TJ McConnell,8700000,8958511
182.,Keegan Murray,8409000,8658864
183.,Delon Wright,8195122,8438631
184.,Onyeka Okongwu,8109063,8350015
185.,Scottie Barnes,8008680,8246649
186.,Trey Lyles,8000000,8237711
186.,De'Anthony Melton,8000000,8237711
186.,Moritz Wagner,8000000,8237711
186.,Jeff Green,8000000,8237711
186.,Jock Landale,8000000,8237711
191.,Ausar Thompson,7977420,8214460
192.,Miles Bridges,7921300,8156673
193.,Danilo Gallinari,7850062,8083317
194.,Paul Reed,7723000,7952480
194.,Vasilije Micic,7723000,7952480
196.,Zach Collins,7700000,7928797
197.,Jaden Ivey,7614480,7840736
198.,Cody Martin,7560000,7784637
199.,Patrick Mills,7537766,7761742
200.,Kevon Looney,7500000,7722854
201.,Killian Hayes,7413955,7634253
202.,Jalen Suggs,7252080,7467568
203.,Anthony Black,7245480,7460771
204.,Jae'Sean Tate,7000000,7207997
205.,Khem Birch,6985000,7192552
206.,Bennedict Mathurin,6916080,7121584
207.,Obi Toppin,6803012,7005156
208.,Caleb Martin,6802950,7005092
209.,Cedi Osman,6718842,6918485
210.,Bilal Coulibaly,6614256,6810791
211.,Josh Giddey,6587040,6782767
212.,Ayo Dosunmu,6481482,6674072
213.,Rudy Gay,6479000,6671516
214.,Sasha Vezenkov,6341464,6529894
215.,Shaedon Sharpe,6313800,6501408
216.,Otto Porter,6300000,6487198
217.,Deni Avdija,6263188,6449292
218.,Nassir Little,6250000,6435712
219.,Bismack Biyombo,6194075,6378124
220.,Jevon Carter,6190476,6374419
221.,Kenrich Williams,6175000,6358483
222.,Jarace Walker,6059460,6239510
