Ranking,Player,2022/23,2022/23(*)
1.,Stephen Curry,48070014,50968059
2.,John Wall,47345760,50200141
3.,Russell Westbrook,47080179,49918548
4.,LeBron James,44474988,47156296
5.,Kevin Durant,44119845,46779742
6.,Bradley Beal,43279250,45888469
7.,Damian Lillard,42492492,45054279
7.,Giannis Antetokounmpo,42492492,45054279
7.,Paul George,42492492,45054279
7.,Kawhi Leonard,42492492,45054279
11.,Klay Thompson,40600080,43047777
12.,Kyrie Irving,38917057,41263288
13.,Rudy Gobert,38172414,40473752
14.,Khris Middleton,37984276,40274272
15.,Anthony Davis,37980720,40270501
16.,Jimmy Butler,37653300,39923342
17.,Tobias Harris,37633050,39901871
18.,Kemba Walker,37281261,39528872
19.,Luka Doncic,37096500,39332974
19.,Zach LaVine,37096500,39332974
19.,Trae Young,37096500,39332974
22.,Pascal Siakam,35448672,37585801
22.,Ben Simmons,35448672,37585801
24.,Myles Turner,35096500,37212398
25.,Jrue Holiday,34319520,36388575
26.,Kristaps Porzingis,33833400,35873148
26.,Devin Booker,33833400,35873148
26.,Karl-Anthony Towns,33833400,35873148
29.,Joel Embiid,33616770,35643458
29.,Andrew Wiggins,33616770,35643458
31.,CJ McCollum,33333333,35342933
32.,Nikola Jokic,33047803,35040189
33.,James Harden,33000000,34989504
34.,Brandon Ingram,31650600,33558751
34.,Jamal Murray,31650600,33558751
36.,D'Angelo Russell,31377750,33269452
37.,Deandre Ayton,30913750,32777478
37.,Shai Gilgeous-Alexander,30913750,32777478
37.,Michael Porter,30913750,32777478
37.,Donovan Mitchell,30913750,32777478
41.,Kevin Love,30556968,32399186
42.,De'Aaron Fox,30351780,32181628
42.,Bam Adebayo,30351780,32181628
42.,Jayson Tatum,30351780,32181628
45.,Gordon Hayward,30075000,31888161
46.,Jaylen Brown,29776785,31571968
47.,Jaren Jackson Jr,28946605,30691738
48.,Chris Paul,28400000,30112179
49.,Kyle Lowry,28333334,30041494
50.,Jalen Brunson,27733332,29405319
51.,DeMar DeRozan,27300000,28945862
52.,Al Horford,26500000,28097632
53.,Draymond Green,25806468,27362288
54.,Julius Randle,23760000,25192443
55.,John Collins,23500000,24916768
56.,Mike Conley,22680000,24047332
57.,Malcolm Brogdon,22600000,23962508
58.,Anfernee Simons,22321429,23667143
59.,Nikola Vucevic,22000000,23326336
60.,Terry Rozier,21486316,22781683
61.,Fred VanVleet,21250000,22531120
62.,Buddy Hield,21177750,22454514
63.,Domantas Sabonis,21100000,22372076
64.,Jerami Grant,20955000,22218335
65.,Aaron Gordon,20690909,21938322
66.,Mikal Bridges,20100000,21311788
67.,Jarrett Allen,20000000,21205760
68.,Nicolas Batum,19700319,20888011
69.,Tim Hardaway Jr,19602273,20784054
70.,Eric Gordon,19568360,20748097
71.,Bojan Bogdanovic,19550000,20728630
72.,Lonzo Ball,19534884,20712603
73.,Spencer Dinwiddie,19500000,20675616
74.,Danilo Gallinari,19479000,20653350
75.,Caris LeVert,18796296,19929487
76.,Joe Harris,18642857,19766797
77.,Harrison Barnes,18352273,19458694
78.,Clint Capela,18206896,19304553
79.,Evan Fournier,18000000,19085184
79.,Bogdan Bogdanovic,18000000,19085184
81.,Steven Adams,17926829,19007601
82.,Jonathan Isaac,17400000,18449011
83.,OG Anunoby,17357143,18403570
84.,Gary Trent Jr,17280000,18321776
85.,Marcus Smart,17207142,18244526
86.,Derrick White,17142857,18176365
87.,Dejounte Murray,17071120,18100303
88.,Mitchell Robinson,17045454,18073090
89.,Duncan Robinson,16902000,17920987
90.,Norman Powell,16758621,17768964
91.,Collin Sexton,16700000,17706809
92.,Markelle Fultz,16500000,17494752
93.,Lauri Markkanen,16475454,17468726
94.,Marcus Morris,16372093,17359133
95.,Davis Bertans,16000000,16964608
96.,Jusuf Nurkic,15625000,16567000
97.,Malik Beasley,15558035,16495997
98.,Luguentz Dort,15277778,16198844
99.,Will Barton,15059712,15967631
100.,Tyus Jones,15000000,15904320
101.,Jonas Valanciunas,14700000,15586233
102.,Derrick Rose,14520730,15396155
103.,Kevin Huerter,14508929,15383643
104.,Christian Wood,14317459,15180630
105.,Wendell Carter,14150000,15003075
106.,Kentavious Caldwell-Pope,14004703,14849018
107.,Brook Lopez,13906976,14745399
108.,Patrick Beverley,13801614,14633685
109.,Doug McDermott,13750000,14578960
110.,Luke Kennard,13745455,14574141
111.,Zion Williamson,13534817,14350804
112.,Jordan Clarkson,13340000,14144242
113.,Kyle Kuzma,13000000,13783744
113.,Gary Harris,13000000,13783744
115.,Josh Hart,12960000,13741332
116.,Dorian Finney-Smith,12939848,13719965
117.,Kelly Olynyk,12804878,13576858
118.,Chris Boucher,12690000,13455054
119.,Kelly Oubre,12600000,13359628
120.,Marvin Bagley,12500000,13253600
121.,Robert Covington,12307692,13049698
122.,Josh Richardson,12196094,12931372
123.,Ja Morant,12119440,12850096
124.,Danny Green,11710528,12416532
125.,Devonte Graham,11550000,12246326
126.,Terrence Ross,11500000,12193311
