Ranking,Player,1994/95,1994/95(*)
164.,Robert Horry,1499000,3182083
165.,Grant Long,1485300,3153000
166.,Ed Pinckney,1485000,3152364
167.,Mike Brown,1475000,3131135
168.,Vinny Del Negro,1471000,3122644
168.,Greg Anthony,1471000,3122644
170.,Vincent Askew,1460000,3099293
171.,Harold Miner,1459000,3097171
172.,Bobby Phills,1458000,3095048
173.,Mario Elie,1450000,3078065
174.,Bo Kimble,1435000,3046223
175.,George Lynch,1430000,3035609
176.,Alec Kessler,1402000,2976171
176.,Matt Geiger,1402000,2976171
178.,Mark Bryant,1400000,2971925
179.,Victor Alexander,1377500,2924162
180.,Bryant Stith,1375000,2918855
181.,Terry Dehere,1365000,2897627
182.,John Starks,1362500,2892320
183.,Sean Elliott,1350000,2865785
183.,Carl Herrera,1350000,2865785
185.,Rolando Blackman,1340000,2844557
185.,Dell Curry,1340000,2844557
187.,Chris Gatling,1330000,2823329
187.,John Battle,1330000,2823329
189.,Juwan Howard,1309000,2778750
190.,Chuck Person,1300000,2759645
190.,Khalid Reeves,1300000,2759645
190.,Eddie Jones,1300000,2759645
193.,Doug West,1275000,2706575
194.,Malik Sealy,1260000,2674733
195.,Kenny Gattison,1250000,2653505
196.,Doug Christie,1244000,2640768
197.,Michael Adams,1240000,2632277
198.,Willie Burton,1202000,2551609
199.,Anthony Mason,1200000,2547364
200.,Dwayne Schintzius,1197000,2540996
201.,Greg Kite,1195000,2536750
202.,Lindsey Hunter,1173000,2490049
203.,Tracy Murray,1160000,2462452
204.,Gheorghe Muresan,1150000,2441224
205.,Roy Hinson,1137500,2414689
206.,Muggsy Bogues,1125000,2388154
207.,Anthony Peeler,1120000,2377540
208.,Jeff Turner,1100000,2335084
208.,Gary Grant,1100000,2335084
208.,Jayson Williams,1100000,2335084
208.,Pervis Ellison,1100000,2335084
212.,Joe Dumars,1096700,2328079
213.,Scott Haskin,1073000,2277768
214.,Vin Baker,1065300,2261423
215.,Nate McMillan,1060000,2250172
216.,Robert Pack,1059500,2249110
217.,Will Perdue,1056225,2242158
218.,Tony Smith,1050000,2228944
219.,Dale Ellis,1007500,2138725
220.,Donald Hodge,1005000,2133418
221.,David Benoit,1000000,2122804
221.,Danny Manning,1000000,2122804
221.,Donald Royal,1000000,2122804
221.,Shawn Kemp,1000000,2122804
221.,Herb Williams,1000000,2122804
221.,Mike Gminski,1000000,2122804
221.,Eric Murdock,1000000,2122804
221.,Bill Wennington,1000000,2122804
229.,Terrell Brandon,997000,2116435
230.,Jalen Rose,975000,2069733
231.,Eric Piatkowski,962500,2043198
232.,Allan Houston,956000,2029400
233.,Hubert Davis,940000,1995435
234.,Dana Barros,937500,1990128
235.,Yinka Dare,920000,1952979
236.,Greg Graham,910000,1931751
237.,Bimbo Coles,902000,1914769
238.,Anthony Bowie,900000,1910523
239.,Latrell Sprewell,890000,1889295
240.,Wayman Tisdale,850000,1804383
240.,Sam Mitchell,850000,1804383
242.,Luther Wright,845000,1793769
242.,James Robinson,845000,1793769
242.,Joe Kleine,845000,1793769
242.,Anthony Bonner,845000,1793769
242.,Sam Cassell,845000,1793769
242.,Chris Mills,845000,1793769
242.,Corie Blount,845000,1793769
242.,Scott Burrell,845000,1793769
242.,Rex Walters,845000,1793769
242.,Acie Earl,845000,1793769
242.,Doug Edwards,845000,1793769
253.,Stojko Vrankovic,831000,1764050
254.,Lee Mayberry,820000,1740699
255.,Brian Grant,808000,1715225
256.,Anthony Avent,800000,1698243
256.,Rich King,800000,1698243
256.,Jon Barry,800000,1698243
256.,Randy Woods,800000,1698243
256.,Rick Mahorn,800000,1698243
256.,Eric Montross,800000,1698243
262.,PJ Brown,780000,1655787
263.,Popeye Jones,769000,1632436
264.,Moses Malone,768750,1631905
265.,Don MacLean,740000,1570875
266.,Tree Rollins,735000,1560260
267.,Larry Krystkowiak,725000,1539032
268.,Ervin Johnson,716600,1521201
269.,B.J. Tyler,715000,1517804
269.,Carlos Rogers,715000,1517804
271.,Bill Curley,702000,1490208
272.,Larry Stewart,700000,1485962
272.,Randy Brown,700000,1485962
272.,Byron Houston,700000,1485962
272.,Elmore Spencer,700000,1485962
272.,Antonio Davis,700000,1485962
272.,Tom Hammonds,700000,1485962
272.,Tony Dumas,700000,1485962
279.,Brian Shaw,692900,1470890
280.,Danny Schayes,672000,1426524
281.,Antoine Carr,666600,1415061
282.,Avery Johnson,650000,1379822
282.,Alaa Abdelnaby,650000,1379822
282.,Aaron McKie,650000,1379822
282.,Wesley Person,650000,1379822
282.,Brooks Thompson,650000,1379822
282.,Monty Williams,650000,1379822
282.,Charles Shackleford,650000,1379822
282.,Kevin Gamble,650000,1379822
282.,Duane Ferrell,650000,1379822
282.,Clifford Rozier,650000,1379822
282.,Cliff Levingston,650000,1379822
282.,Tony Campbell,650000,1379822
282.,Dickey Simpkins,650000,1379822
295.,Eric Mobley,620000,1316138
295.,Steve Kerr,620000,1316138
297.,Gerald Madkins,615000,1305524
298.,Sean Rooks,600000,1273682
298.,Kevin Brooks,600000,1273682
300.,David Wingate,570000,1209998
301.,Charlie Ward,555000,1178156
302.,Doug Overton,550000,1167542
302.,Scott Brooks,550000,1167542
304.,Pete Myers,545000,1156928
305.,Greg Anderson,510000,1082629
306.,Trevor Wilson,500000,1061402
306.,Zan Tabak,500000,1061402
306.,Sean Higgins,500000,1061402
306.,Derek Strong,500000,1061402
310.,Lucious Harris,455000,965875
311.,Tony Massenburg,422500,896884
312.,Keith Askins,406000,861858
313.,Mitchell Butler,400000,849121
313.,Haywoode Workman,400000,849121
313.,John Paxson,400000,849121
316.,Chris Smith,355000,753595
317.,Keith Jennings,350000,742981
317.,Eric Leckner,350000,742981
319.,Brent Price,328750,697871
320.,James Edwards,325000,689911
320.,Antonio Lang,325000,689911
320.,Brad Lohaus,325000,689911
320.,Antonio Harvey,325000,689911
320.,Tom Tolbert,325000,689911
325.,Morlon Wiley,310000,658069
326.,Eric Riley,305000,647455
327.,Johnny Newman,300000,636841
328.,Steve Scheffler,275000,583771
328.,Marlon Maxey,275000,583771
330.,Bryon Russell,265000,562543
331.,Lloyd Daniels,261400,554900
332.,John Crotty,250000,530701
332.,Elliot Perry,250000,530701
332.,Geert Hammink,250000,530701
332.,Harold Ellis,250000,530701
332.,Bob Martin,250000,530701
332.,Bo Outlaw,250000,530701
332.,Chris Jent,250000,530701
332.,Rafael Addison,250000,530701
332.,Darnell Mee,250000,530701
332.,Greg Minor,250000,530701
332.,David Wesley,250000,530701
332.,Jim Les,250000,530701
344.,Trevor Ruffin,243860,517666
345.,Tim McCormick,225000,477630
346.,Tony Bennett,224000,475508
347.,Jim McIlvaine,200000,424560
347.,Todd Lichti,200000,424560
347.,Manute Bol,200000,424560
347.,Lorenzo Williams,200000,424560
351.,Greg Foster,193900,411610
352.,Chris Whitney,182900,388260
353.,Marty Conlon,182500,387411
354.,Henry Turner,180000,382104
355.,Andres Guibert,175000,371490
356.,Walter Bond,174900,371278
357.,Sergei Bazarevich,168000,356631
358.,Kenny Walker,150000,318420
358.,Brian Oliver,150000,318420
358.,Anthony Tucker,150000,318420
358.,Jamie Watson,150000,318420
358.,Julius Nwosu,150000,318420
358.,Jack Haley,150000,318420
358.,Doug Lee,150000,318420
358.,Michael Smith,150000,318420
358.,Negele Knight,150000,318420
358.,Derrick Alston Sr,150000,318420
358.,Rodney Dent,150000,318420
358.,Greg Grant,150000,318420
358.,Dontonio Wingfield,150000,318420
358.,Ron Grandison,150000,318420
358.,Melvin Robinson,150000,318420
358.,Askia Jones,150000,318420
358.,Howard Eisley,150000,318420
358.,Danny Young,150000,318420
358.,Alton Lister,150000,318420
358.,Aaron Williams,150000,318420
358.,Ledell Eackles,150000,318420
358.,Anthony Miller,150000,318420
358.,Matt Fish,150000,318420
358.,Damon Bailey,150000,318420
358.,Tim Breaux,150000,318420
358.,Adrian Caldwell,150000,318420
358.,Dwayne Morton,150000,318420
358.,David Wood,150000,318420
358.,Ivano Newbill,150000,318420
358.,Reggie Slater,150000,318420
358.,Steve Colter,150000,318420
358.,Gary Alexander,150000,318420
358.,Greg Dreiling,150000,318420
358.,Jud Buechler,150000,318420
358.,Darrin Hancock,150000,318420
358.,Joe Wolf,150000,318420
358.,Sleepy Floyd,150000,318420
358.,Chris Childs,150000,318420
358.,Tony Harris,150000,318420
358.,Matt Wenstrom,150000,318420
358.,Fred Vinson,150000,318420
399.,Winston Garland,143860,305386
400.,Corey Crowder,142982,303522
401.,Jaren Jackson Jr,140350,297935
402.,Greg Sutton,139500,296131
403.,Pete Chilcutt,126300,268110
404.,Pat Durham,126000,267473
405.,Dave Jamerson,104000,220771
406.,Aaron Swinson,102424,217426
407.,Mike Iuzzolino,97500,206973
408.,Richard Petruska,55000,116754
409.,Jo Jo English,50000,106140
409.,Ryan Lorthridge,50000,106140
411.,Larry Robinson,30000,63684
412.,Keith Tower,26316,55863
413.,Rod Higgins,15800,33540
414.,Joe Courtney,13158,27931
415.,Kevin Rankin,11404,24208
416.,Todd Mundt,9660,20506
417.,Tom Hovasse,6140,13034
418.,Tate George,5260,11165
