Ranking,Player,2017/18,2017/18(*)
1.,Stephen Curry,34682550,44483232
2.,LeBron James,33285709,42691668
3.,Paul Millsap,30769231,39464077
4.,Gordon Hayward,29727900,38128484
5.,Blake Griffin,29512900,37852729
6.,Kyle Lowry,28903704,37071385
7.,Mike Conley,28530608,36592858
8.,Russell Westbrook,28299399,36296314
8.,James Harden,28299399,36296314
10.,DeMar DeRozan,27739975,35578806
11.,Al Horford,27734405,35571662
12.,Carmelo Anthony,26243760,33659787
13.,Damian Lillard,26153057,33543453
14.,Jrue Holiday,25686667,32945269
15.,Chris Bosh,25289390,32435729
16.,Kevin Durant,25000000,32064562
17.,Otto Porter,24773250,31773737
18.,Chris Paul,24268959,31126942
19.,CJ McCollum,23962573,30733977
20.,Bradley Beal,23775506,30494048
20.,Anthony Davis,23775506,30494048
20.,Hassan Whiteside,23775506,30494048
20.,Andre Drummond,23775506,30494048
24.,Dwight Howard,23500000,30140689
25.,Chandler Parsons,23112004,29643052
25.,Harrison Barnes,23112004,29643052
27.,JJ Redick,23000000,29499397
28.,Marc Gasol,22642350,29040682
28.,Brook Lopez,22642350,29040682
28.,DeAndre Jordan,22642350,29040682
28.,Kevin Love,22642350,29040682
32.,Steven Adams,22471911,28822080
32.,Giannis Antetokounmpo,22471911,28822080
34.,Nicolas Batum,22434783,28774460
35.,LaMarcus Aldridge,21461010,27525516
36.,Greg Monroe,21384175,27426968
37.,Rudy Gobert,21224719,27222453
38.,Victor Oladipo,21000000,26934232
39.,Danilo Gallinari,20559599,26369382
40.,Serge Ibaka,20061729,25730822
41.,George Hill,20000000,25651650
42.,Ryan Anderson,19578455,25110984
43.,Paul George,19300000,24753842
44.,Jeff Teague,19000000,24369067
45.,Kyrie Irving,18868626,24200569
46.,Kawhi Leonard,18868625,24200568
47.,Jimmy Butler,18696918,23980340
48.,Allen Crabbe,18500000,23727776
49.,John Wall,18063850,23168378
49.,DeMarcus Cousins,18063850,23168378
51.,Enes Kanter,17884176,22937931
52.,Wesley Matthews,17884175,22937930
53.,Dwyane Wade,17878652,22930846
54.,Klay Thompson,17826150,22863508
55.,Joakim Noah,17765000,22785078
56.,Kentavious Caldwell-Pope,17745894,22760573
57.,Luol Deng,17190000,22047593
58.,Evan Turner,17131148,21972110
59.,Goran Dragic,17000450,21804479
60.,Evan Fournier,17000000,21803902
60.,Bismack Biyombo,17000000,21803902
62.,Kent Bazemore,16910112,21688613
63.,Robert Covington,16698103,21416694
64.,Tim Hardaway Jr,16500000,21162611
65.,Draymond Green,16400000,21034353
65.,Tristan Thompson,16400000,21034353
67.,Ian Mahinmi,16000000,20521320
67.,Pau Gasol,16000000,20521320
67.,Tobias Harris,16000000,20521320
67.,Reggie Jackson,16000000,20521320
71.,Dennis Schroeder,15500000,19880028
72.,Jonas Valanciunas,15460675,19829591
73.,Tony Parker,15453126,19819909
74.,Timofey Mozgov,15280000,19597860
75.,Jamal Crawford,15270762,19586012
76.,Andre Iguodala,14814815,19001222
77.,DeMarre Carroll,14800000,18982221
78.,Eric Bledsoe,14500000,18597446
79.,Gorgui Dieng,14112360,18100266
80.,Ricky Rubio,14100000,18084413
80.,Khris Middleton,14100000,18084413
82.,Mason Plumlee,14041096,18008864
83.,Taj Gibson,14000000,17956155
84.,Robin Lopez,13788500,17684889
85.,JR Smith,13760000,17648335
86.,James Johnson,13734000,17614988
87.,Joe Ingles,13636364,17489762
88.,Brandon Knight,13618750,17467170
89.,Marvin Williams,13168750,16890008
90.,Tyson Chandler,13000000,16673572
90.,Michael Kidd-Gilchrist,13000000,16673572
92.,Eric Gordon,12943020,16600491
93.,Thaddeus Young,12921348,16572695
93.,Kenneth Faried,12921348,16572695
95.,Marcin Gortat,12782609,16394750
96.,Cody Zeller,12584270,16140364
97.,Nikola Mirotic,12500000,16032281
98.,Miles Plumlee,12400000,15904023
99.,Zach Randolph,12307692,15785630
100.,Nikola Vucevic,12250000,15711635
101.,Solomon Hill,12236535,15694365
102.,Dion Waiters,12100000,15519248
103.,Wilson Chandler,12016854,15412606
104.,Kelly Olynyk,12007169,15400185
105.,Derrick Favors,12000000,15390990
105.,Kemba Walker,12000000,15390990
