Ranking,Player,2012/13,2012/13(*)
1.,Kobe Bryant,27849000,38127661
2.,Brandon Roy,21459805,29380306
3.,Dirk Nowitzki,20907128,28623645
4.,Gilbert Arenas,20807922,28487824
5.,Amare Stoudemire,19948799,27311611
6.,Joe Johnson,19752645,27043059
7.,Carmelo Anthony,19450000,26628712
8.,Dwight Howard,19261200,26370229
9.,Pau Gasol,19000000,26012624
10.,Elton Brand,18160354,24863076
11.,Chris Paul,17779457,24341596
12.,Kevin Durant,17548838,24025859
13.,Chris Bosh,17545000,24020604
13.,LeBron James,17545000,24020604
15.,Deron Williams,17177795,23517869
16.,Dwyane Wade,17024000,23307311
17.,Paul Pierce,16790345,22987417
18.,Zach Randolph,16500000,22589910
19.,Andrew Bynum,16473002,22552948
20.,Rudy Gay,16460532,22535875
21.,Derrick Rose,16402500,22456424
22.,Rashard Lewis,15052181,20607722
23.,Al Jefferson,15000000,20536282
23.,Carlos Boozer,15000000,20536282
25.,Baron Davis,14850000,20330919
26.,Andre Iguodala,14718250,20150542
27.,Manu Ginobili,14107492,19314362
28.,Marc Gasol,13891359,19018458
29.,Russell Westbrook,13668750,18713687
29.,Eric Gordon,13668750,18713687
29.,Kevin Love,13668750,18713687
29.,Roy Hibbert,13668750,18713687
33.,Brook Lopez,13668000,18712660
34.,Tyson Chandler,13604188,18625296
35.,Emeka Okafor,13543250,18541867
36.,Luol Deng,13326700,18245391
37.,Josh Smith,13200000,18071928
38.,Andrew Bogut,13150000,18003474
39.,Danny Granger,13058606,17878347
40.,Nenê,13000000,17798111
40.,LaMarcus Aldridge,13000000,17798111
42.,Kevin Martin,12939675,17715521
43.,David Lee,12744000,17447625
44.,Tony Parker,12500000,17113568
45.,Kevin Garnett,12467532,17069117
46.,Ben Gordon,12400000,16976660
47.,Kris Humphries,12000000,16429025
47.,Al Horford,12000000,16429025
49.,Nicolas Batum,11950000,16360571
50.,Hidayet Turkoglu,11815850,16176908
51.,Joakim Noah,11050000,15128394
52.,Jose Calderon,11046591,15123727
53.,Monta Ellis,11000000,15059940
53.,Rajon Rondo,11000000,15059940
55.,Corey Maggette,10924138,14956078
