Ranking,Player,2014/15,2014/15(*)
189.,Maurice Williams,3750000,4943112
190.,Jonas Valanciunas,3678360,4848679
190.,Thomas Robinson,3678360,4848678
192.,Marreese Speights,3657500,4821182
193.,Alex Len,3649920,4811190
194.,Dante Exum,3615000,4765160
195.,Brandon Knight,3553917,4684643
196.,Patrick Mills,3500000,4613571
196.,Gerald Green,3500000,4613571
198.,Darrell Arthur,3457149,4557087
199.,Kemba Walker,3452183,4550541
200.,Steve Novak,3445947,4542320
201.,Matt Barnes,3396250,4476812
202.,Mirza Teletovic,3368100,4439705
203.,Damian Lillard,3340920,4403878
204.,Mike Scott,3333333,4393877
205.,Tyler Hansbrough,3326235,4384520
205.,Andrei Kirilenko,3326235,4384520
207.,Nerlens Noel,3315120,4369869
208.,Marcus Smart,3283320,4327951
209.,Jason Smith,3278000,4320939
209.,Bojan Bogdanovic,3278000,4320939
209.,Evan Turner,3278000,4320939
212.,Gary Neal,3250000,4284030
212.,Carlos Delfino,3250000,4284030
214.,Alec Burks,3201369,4219927
215.,Anthony Morrow,3200000,4218122
216.,Alexey Shved,3198723,4216439
217.,Markieff Morris,3153860,4157302
218.,Quincy Pondexter,3146068,4147031
219.,Dorell Wright,3145000,4145623
220.,Chris Copeland,3130000,4125851
221.,Marcus Morris,3105301,4093293
222.,Joel Freeland,3100000,4086306
223.,Klay Thompson,3075880,4054512
224.,Kawhi Leonard,3053368,4024837
225.,Harrison Barnes,3049920,4020292
226.,Ben McLemore,3026280,3989131
227.,DJ Augustin,3000000,3954489
227.,Jerryd Bayless,3000000,3954489
227.,Kosta Koufos,3000000,3954489
227.,Anthony Tolliver,3000000,3954489
227.,Randy Foye,3000000,3954489
227.,Mike Dunleavy,3000000,3954489
233.,Julius Randle,2997360,3951010
234.,Will Bynum,2915908,3843642
235.,Nikola Vucevic,2902757,3826307
236.,Marco Belinelli,2873750,3788071
237.,Furkan Aldemir,2810305,3704440
238.,Terrence Ross,2793960,3682895
239.,Kentavious Caldwell-Pope,2772480,3654581
240.,Iman Shumpert,2761113,3639597
241.,Luke Ridnour,2750000,3624949
242.,Nik Stauskas,2745840,3619465
243.,Udonis Haslem,2732000,3601222
243.,Brian Roberts,2732000,3601222
245.,Kirk Hinrich,2730000,3598585
246.,Andre Drummond,2568360,3385517
247.,Trey Burke,2548560,3359418
248.,Noah Vonleh,2524200,3327307
249.,Tobias Harris,2511432,3310477
250.,James Johnson,2500000,3295408
250.,DeMarre Carroll,2500000,3295408
252.,Austin Rivers,2439840,3216107
253.,Shelvin Mack,2433333,3207530
254.,CJ McCollum,2421000,3191273
255.,Elfrid Payton,2397840,3160744
256.,Kenneth Faried,2373537,3128709
257.,Reggie Jackson,2325680,3065626
258.,Meyers Leonard,2317920,3055397
259.,Michael Carter-Williams,2300040,3031828
260.,Doug McDermott,2277960,3002723
261.,Nick Collison,2242003,2955326
262.,Jeremy Lamb,2202000,2902595
263.,Steven Adams,2184960,2880134
264.,Norris Cole,2150188,2834298
265.,Cory Joseph,2134593,2813742
266.,Jimmy Butler,2119214,2793470
267.,Eric Maynor,2106720,2777001
267.,Nate Robinson,2106720,2777001
269.,Aron Baynes,2100000,2768142
269.,Steve Blake,2100000,2768142
269.,Danny Granger,2100000,2768142
269.,Jordan Farmar,2100000,2768142
273.,Vitor Faverani,2090000,2754961
274.,Ramon Sessions,2077000,2737825
274.,Beno Udrih,2077000,2737825
274.,CJ Watson,2077000,2737825
277.,Kelly Olynyk,2075760,2736190
278.,Zach LaVine,2055840,2709932
279.,DeJuan Blair,2000000,2636326
279.,Elton Brand,2000000,2636326
279.,Kent Bazemore,2000000,2636326
282.,John Henson,1987320,2619612
283.,Shabazz Muhammad,1971960,2599365
284.,TJ Warren,1953120,2574531
285.,Moe Harkless,1887840,2488481
286.,Samuel Dalembert,1885755,2485733
287.,Giannis Antetokounmpo,1873200,2469183
288.,Adreian Payne,1855320,2445614
289.,Ishmael Smith,1838615,2423593
290.,Jeff Ayres,1828750,2410591
291.,Anthony Randolph,1825359,2406121
292.,Jeremy Evans,1795000,2366103
293.,Joffrey Lauvergne,1790281,2359882
294.,Reggie Evans,1768654,2331374
295.,Lucas Nogueira,1762680,2323500
295.,Jusuf Nurkic,1762680,2323500
297.,Zoran Dragic,1756500,2315353
298.,Gigi Datome,1750000,2306785
299.,Tyler Zeller,1703760,2245833
300.,Dennis Schroeder,1690680,2228592
301.,James Young,1674480,2207238
302.,Pablo Prigioni,1662961,2192054
303.,Ryan Kelly,1650000,2174969
304.,Terrence Jones,1618680,2133684
305.,Shane Larkin,1606080,2117075
306.,Ronny Turiaf,1600000,2109061
307.,Miroslav Raduljica,1596056,2103861
308.,Tyler Ennis,1590720,2096828
309.,Andrew Nicholson,1545840,2037669
310.,Sergey Karasev,1533840,2021851
311.,Gary Harris,1519200,2002553
312.,Evan Fournier,1483920,1956048
312.,Donatas Motiejunas,1483920,1956048
314.,Tony Snell,1472400,1940863
315.,Bruno Caboclo,1458360,1922356
316.,Rasual Butler,1448490,1909346
316.,Matt Bonner,1448490,1909346
316.,Willie Green,1448490,1909346
316.,Hidayet Turkoglu,1448490,1909346
316.,Leandro Barbosa,1448490,1909346
316.,Richard Jefferson,1448490,1909346
316.,Shawn Marion,1448490,1909346
316.,James Jones,1448490,1909346
316.,Nazr Mohammed,1448490,1909346
316.,Jannero Pargo,1448490,1909346
326.,Jared Sullinger,1424520,1877750
327.,Gorgui Dieng,1413480,1863197
328.,Mitch McGary,1400040,1845481
329.,Victor Claver,1370000,1805883
330.,Mason Plumlee,1357080,1788853
331.,Jordan Adams,1344120,1771769
332.,Sebastian Telfair,1316809,1735769
332.,Ronnie Price,1316809,1735769
332.,Francisco Garcia,1316809,1735769
332.,Charlie Villanueva,1316809,1735769
332.,Jason Maxiell,1316809,1735769
337.,John Jenkins,1312920,1730642
338.,Ryan Hollins,1310286,1727170
339.,Solomon Hill,1302840,1717355
340.,Louis Amundson,1294868,1706847
341.,Rodney Hood,1290360,1700905
342.,Alan Anderson,1276061,1682056
343.,Austin Daye,1263550,1665564
344.,Bernard James,1259775,1660589
345.,Tim Hardaway Jr,1250640,1648547
346.,Pero Antic,1250000,1647704
347.,Shabazz Napier,1238640,1632729
348.,Jordan Hamilton,1232610,1624780
349.,Rodney Stuckey,1227985,1618684
349.,Aaron Gray,1227985,1618684
349.,Shavlik Randolph,1227985,1618684
352.,Jeff Adrien,1217698,1605123
353.,Tony Wroten,1210080,1595083
354.,Reggie Bullock,1200720,1582745
355.,Clint Capela,1189200,1567559
356.,Miles Plumlee,1169880,1542092
357.,Andre Roberson,1160880,1530229
358.,PJ Hairston,1149720,1515518
359.,Shawne Williams,1145685,1510199
359.,Brandon Rush,1145685,1510199
359.,Cartier Martin,1145685,1510199
362.,Arnett Moultrie,1136160,1497644
363.,Christapher Johnson,1135974,1497398
364.,Perry Jones,1129200,1488470
365.,Rudy Gobert,1127400,1486097
366.,Marquis Teague,1120920,1477555
367.,Festus Ezeli,1112880,1466957
368.,Archie Goodwin,1112280,1466166
369.,CJ Wilcox,1109760,1462844
370.,Nemanja Nedovic,1104240,1455568
371.,Damjan Rudez,1100000,1449979
372.,Kyle Anderson,1093680,1441648
373.,Kyle Singler,1090000,1436798
374.,Xavier Henry,1082000,1426252
375.,Omri Casspi,1063384,1401713
375.,Alonzo Gee,1063384,1401713
375.,Wayne Ellington,1063384,1401713
378.,Toure Murry,1000000,1318163
378.,Robert Covington,1000000,1318163
378.,John Salmons,1000000,1318163
381.,Garrett Temple,981084,1293228
381.,Greg Stiemsma,981084,1293228
381.,Cole Aldrich,981084,1293228
381.,Luke Babbitt,981084,1293228
381.,Alexis Ajinca,981084,1293228
381.,Ed Davis,981084,1293228
381.,Wesley Johnson,981084,1293228
381.,Ekpe Udoh,981084,1293228
381.,Al-Farouq Aminu,981084,1293228
390.,Jon Leuer,967500,1275323
391.,Jorge Gutierrez,960566,1266182
391.,Ricky Ledo,960566,1266182
393.,Jimmer Fredette,948163,1249833
393.,Lavoy Allen,948163,1249833
393.,Donald Sloan,948163,1249833
393.,Joey Dorsey,948163,1249833
393.,Greg Smith,948163,1249833
393.,E'Twaun Moore,948163,1249833
399.,Lance Thomas,937004,1235124
400.,Kendall Marshall,915243,1206439
400.,Henry Sims,915243,1206439
400.,Kyle O'Quinn,915243,1206439
400.,Quincy Acy,915243,1206439
400.,Darius Miller,915243,1206439
400.,Khris Middleton,915243,1206439
400.,Robert Sacre,915243,1206439
400.,Patrick Beverley,915243,1206439
400.,Draymond Green,915243,1206439
400.,Will Barton,915243,1206439
400.,Aaron Brooks,915243,1206439
400.,Jeffery Taylor,915243,1206439
400.,Chris Douglas-Roberts,915243,1206439
400.,Jae Crowder,915243,1206439
414.,Nate Wolters,904854,1192744
415.,Gal Mekel,888524,1171219
416.,Jerami Grant,884879,1166415
416.,Devyn Marble,884879,1166415
416.,Joe Harris,884879,1166415
419.,Robbie Hummel,880000,1159983
420.,Jamaal Franklin,864510,1139564
421.,Allen Crabbe,862000,1136256
422.,Dante Cunningham,831941,1096634
423.,Damien Inglis,820000,1080893
424.,Kenyon Martin,818049,1078322
425.,Grant Jerrett,816482,1076256
425.,Carrick Felix,816482,1076256
425.,Ray McCallum,816482,1076256
425.,Tony Mitchell,816482,1076256
425.,Isaiah Canaan,816482,1076256
425.,Hollis Thompson,816482,1076256
425.,Dewayne Dedmon,816482,1076256
425.,Jeff Withey,816482,1076256
425.,Justin Hamilton,816482,1076255
425.,Nick Calathes,816482,1076256
425.,Justin Holiday,816482,1076256
425.,Ognjen Kuzmic,816482,1076256
425.,Matthew Dellavedova,816482,1076256
425.,Troy Daniels,816482,1076256
425.,Jerome Jordan,816482,1076256
425.,Phil Pressey,816482,1076256
425.,Mike Muscala,816482,1076256
442.,Ian Clark,816481,1076254
443.,Darius Morris,803149,1058681
444.,Hassan Whiteside,775191,1021827
445.,Dahntay Jones,721169,950618
446.,Malcolm Thomas,713910,941049
447.,Spencer Dinwiddie,700000,922714
448.,Johnny O'Bryant,600000,790897
449.,Joe Ingles,507336,668751
449.,Eric Moreland,507336,668751
449.,JaKarr Sampson,507336,668751
449.,Travis Wear,507336,668751
449.,Cleanthony Early,507336,668751
449.,Patric Young,507336,668751
449.,Glenn Robinson III,507336,668751
449.,James Ennis,507336,668751
449.,Russ Smith,507336,668751
449.,Jarnell Stokes,507336,668751
449.,Tarik Black,507336,668751
449.,Jordan Clarkson,507336,668751
449.,Shayne Whittington,507336,668751
449.,Nick Johnson,507336,668751
449.,KJ McDaniels,507336,668751
449.,Erick Green,507336,668751
449.,Dwight Powell,507336,668751
449.,Cameron Bairstow,507336,668751
449.,Cory Jefferson,507336,668751
449.,Markel Brown,507336,668751
469.,AJ Price,493917,651062
470.,John Lucas,491968,648494
471.,Reggie Williams,487905,643138
472.,Glen Rice Jr,470677,620429
473.,Quincy Miller,398393,525146
474.,Lorenzo Brown,390082,514191
475.,Earl Barron,390063,514166
476.,Michael Beasley,330225,435290
477.,Henry Walker,311634,410784
478.,Elijah Millsap,301417,397316
479.,Langston Galloway,295455,389457
480.,Tyler Johnson,280526,369779
481.,Andre Dawkins,271697,358140
482.,Toney Douglas,268973,354550
483.,James Michael McAdoo,259634,342240
484.,Metta World Peace,250000,329540
485.,JaMychal Green,244712,322569
486.,Shannon Brown,215811,284474
487.,Alex Kirk,214871,283235
488.,Kalin Lucas,173008,228052
489.,Elliot Williams,161511,212896
490.,Bryce Cotton,152200,200624
491.,Jack Cooley,152199,200623
492.,Brandon Davies,129676,170934
493.,Earl Clark,125104,164907
494.,Lester Hudson,111548,147038
495.,Tim Frazier,107435,141615
496.,Will Cherry,106567,140472
497.,Jabari Brown,104450,137682
498.,Jarvis Varnado,75000,98862
499.,Drew Gordon,73657,97091
500.,David Stockton,59686,78675
500.,Jerel McNeal,59686,78675
502.,Larry Drew II,53716,70806
503.,Seth Curry,48028,63308
503.,Arinze Onuaku,48028,63308
503.,Dwight Buycks,48028,63308
503.,Vander Blue,48028,63308
503.,Chris Babb,48028,63308
508.,Malcolm Lee,37686,49676
509.,Sim Bhullar,35000,46135
510.,David Wear,29843,39337
510.,Sean Kilpatrick,29843,39337
510.,Jarell Eddie,29843,39337
513.,Josh Davis,20000,26363
