Ranking,Player,1998/99,1998/99(*)
53.,Jamal Mashburn,5033000,9700875
54.,Isaac Austin,5000000,9637269
54.,Robert Horry,5000000,9637269
54.,Kendall Gill,5000000,9637269
57.,Bison Dele,4860000,9367426
58.,Isaiah Rider,4810000,9271053
59.,Alan Henderson,4725000,9107220
60.,Bryant Stith,4666000,8993500
61.,Toni Kukoc,4610000,8885562
62.,PJ Brown,4480000,8634993
63.,Otis Thorpe,4400000,8480797
64.,Will Perdue,4373000,8428756
65.,Donyell Marshall,4370000,8422973
66.,Greg Ostertag,4333000,8351658
67.,Chris Gatling,4266000,8222518
68.,Vin Baker,4264000,8218663
69.,Rony Seikaly,4252000,8195534
70.,Brian Shaw,4250000,8191678
71.,Lionel Simmons,4238500,8169513
72.,Derrick McKey,4200000,8095306
72.,Wesley Person,4200000,8095306
72.,Jim McIlvaine,4200000,8095306
75.,Anthony Mason,4165000,8027845
76.,Stojko Vrankovic,4060000,7825463
77.,Dale Davis,4038000,7783059
78.,Bobby Hurley,4030000,7767639
79.,Calbert Cheaney,4000000,7709815
79.,John Stockton,4000000,7709815
79.,Sharone Wright,4000000,7709815
79.,Luc Longley,4000000,7709815
79.,John Starks,4000000,7709815
79.,Danny Ferry,4000000,7709815
85.,Jerry Stackhouse,3887000,7492013
86.,Chuck Person,3860000,7439971
87.,Loy Vaught,3830000,7382148
88.,Robert Pack,3780000,7285776
89.,Ken Norman,3775000,7276138
90.,Dee Brown,3750000,7227952
91.,Jason Caffey,3675000,7083393
92.,BJ Armstrong,3650000,7035206
93.,Hersey Hawkins,3644000,7023642
94.,Chris Childs,3640000,7015932
95.,Mark Jackson,3600000,6938834
95.,Chris Mills,3600000,6938834
95.,Brent Barry,3600000,6938834
95.,Mookie Blaylock,3600000,6938834
99.,Allen Iverson,3537000,6817404
100.,Chris Mullin,3510000,6765363
101.,Clifford Robinson,3500000,6746088
101.,Lamond Murray,3500000,6746088
101.,Antonio Davis,3500000,6746088
101.,Dana Barros,3500000,6746088
105.,Bobby Phills,3480000,6707539
106.,Jeff Hornacek,3455000,6659353
107.,Bryon Russell,3428000,6607312
108.,Tim Duncan,3413000,6578400
109.,Detlef Schrempf,3333000,6424204
110.,Scott Williams,3300000,6360598
111.,Dan Majerle,3290000,6341323
112.,Armen Gilliam,3244000,6252660
113.,Stacey Augmon,3200000,6167852
113.,Nick Anderson,3200000,6167852
115.,Marcus Camby,3164000,6098464
116.,Bob Sura,3133000,6038713
117.,Andrew Lang,3068000,5913428
118.,Keith Van Horn,3054000,5886444
119.,Pooh Richardson,3030000,5840185
120.,Avery Johnson,3000000,5782361
120.,Walt Williams,3000000,5782361
120.,Derek Strong,3000000,5782361
120.,Sam Cassell,3000000,5782361
120.,Rodney Rogers,3000000,5782361
125.,Grant Long,2977000,5738030
126.,Micheal Williams,2975000,5734175
127.,Doug West,2915000,5618528
128.,Darrell Armstrong,2900000,5589616
129.,Shareef Abdur-Rahim,2842000,5477824
130.,Voshon Lenard,2837000,5468186
131.,Rex Chapman,2800000,5396871
131.,Muggsy Bogues,2800000,5396871
133.,Eric Williams,2780000,5358322
134.,Travis Best,2750000,5300498
135.,Carl Herrera,2742500,5286042
136.,Chauncey Billups,2742000,5285078
137.,Michael Olowokandi,2700000,5204125
138.,Adam Keefe,2650000,5107753
139.,Ervin Johnson,2594000,4999815
140.,Stephon Marbury,2562000,4938137
141.,Greg Minor,2520000,4857184
142.,Mitch Richmond,2500000,4818634
142.,Dino Radja,2500000,4818634
144.,Khalid Reeves,2477000,4774302
145.,Antonio Daniels,2472000,4764666
146.,Don MacLean,2460000,4741536
147.,Pervis Ellison,2420000,4664438
148.,Mike Bibby,2400000,4625889
148.,Travis Knight,2400000,4625889
148.,Tyrone Corbin,2400000,4625889
151.,Popeye Jones,2381000,4589267
152.,Tracy Murray,2380000,4587340
153.,Doug Christie,2353000,4535299
154.,Michael Cage,2350000,4529516
155.,James Robinson,2337500,4505423
156.,Ray Allen,2320000,4471693
157.,Anthony Peeler,2254000,4344481
158.,Brent Price,2240000,4317496
159.,Tony Battie,2238000,4313642
160.,Sherman Douglas,2200000,4240398
160.,Eddie Jones,2200000,4240398
162.,Michael Smith,2180000,4201849
163.,Rex Walters,2162500,4168118
163.,Corie Blount,2162500,4168118
165.,Dean Garrett,2160000,4163300
165.,David Wesley,2160000,4163300
167.,Raef LaFrentz,2150000,4144026
168.,Jalen Rose,2145000,4134388
169.,Antoine Walker,2107000,4061145
170.,Kevin Willis,2100000,4047653
170.,Mark Strickland,2100000,4047653
172.,Lindsey Hunter,2050000,3951280
172.,Mark Bryant,2050000,3951280
174.,Haywoode Workman,2040000,3932005
175.,Ron Mercer,2033000,3918513
176.,Carlos Rogers,2000000,3854907
176.,Gerald Wilkins,2000000,3854907
176.,Cherokee Parks,2000000,3854907
176.,Bimbo Coles,2000000,3854907
176.,Elliot Perry,2000000,3854907
181.,Antawn Jamison,1940000,3739260
182.,Lorenzen Wright,1923000,3706494
183.,Erick Strickland,1920000,3700711
184.,Nick Van Exel,1900000,3662162
185.,Tim Thomas,1856000,3577354
186.,Sam Perkins,1785000,3440505
187.,Steve Kerr,1774000,3419303
188.,Kerry Kittles,1762000,3396173
189.,Vince Carter,1760000,3392319
189.,Eric Montross,1760000,3392319
191.,Terry Davis,1750000,3373044
191.,Mario Elie,1750000,3373044
191.,Jim Jackson,1750000,3373044
191.,Dale Ellis,1750000,3373044
191.,Billy Owens,1750000,3373044
191.,Kurt Thomas,1750000,3373044
191.,Joe Smith,1750000,3373044
191.,Vinny Del Negro,1750000,3373044
191.,Clarence Weatherspoon,1750000,3373044
191.,Rick Fox,1750000,3373044
191.,John Williams,1750000,3373044
191.,Eric Murdock,1750000,3373044
191.,LaPhonso Ellis,1750000,3373044
204.,Dennis Scott,1725000,3324857
205.,Adonal Foyle,1701000,3278599
206.,Sean Rooks,1680000,3238122
206.,Lucious Harris,1680000,3238122
208.,Buck Williams,1670000,3218848
209.,Yinka Dare,1657000,3193791
210.,Eric Piatkowski,1650000,3180299
210.,Felton Spencer,1650000,3180299
212.,Kevin Gamble,1645000,3170661
213.,Doug Edwards,1625000,3132112
214.,Samaki Walker,1619880,3122244
215.,Robert Traylor,1590000,3064651
216.,Tracy McGrady,1563000,3012610
217.,Bill Curley,1544000,2975988
218.,Lee Mayberry,1540000,2968279
219.,Erick Dampier,1538000,2964424
220.,Danny Fortson,1485000,2862269
221.,Dirk Nowitzki,1472640,2838445
222.,Todd Fuller,1461000,2816010
223.,Jason Williams,1460000,2814082
224.,Duane Causwell,1454000,2802518
225.,Chris Whitney,1440000,2775533
225.,Keith Closs,1440000,2775533
225.,Andrew DeClercq,1440000,2775533
228.,Aaron McKie,1430000,2756259
228.,Duane Ferrell,1430000,2756259
230.,B.J. Tyler,1411000,2719637
230.,Tariq Abdul-Wahad,1411000,2719637
232.,Howard Eisley,1400000,2698435
233.,Austin Croshere,1340000,2582788
234.,Vitaly Potapenko,1339000,2580860
235.,Larry Hughes,1330000,2563513
236.,Tim Legler,1320000,2544239
236.,Randy Brown,1320000,2544239
238.,Kobe Bryant,1319000,2542311
239.,Lorenzo Williams,1316000,2536529
240.,Shandon Anderson,1300000,2505690
241.,Scot Pollard,1290920,2488188
242.,Derek Anderson,1273000,2453648
243.,Charlie Ward,1221000,2353421
244.,Maurice Taylor,1209000,2330291
245.,Steve Nash,1190760,2295135
246.,Paul Pierce,1165000,2245483
247.,Bo Outlaw,1150000,2216572
247.,Terry Cummings,1150000,2216572
249.,Kelvin Cato,1149000,2214644
250.,Terry Mills,1145000,2206934
251.,Tony Delk,1131000,2179950
252.,Terry Dehere,1112500,2144292
253.,John Crotty,1104000,2127908
254.,Bonzi Wells,1100000,2120199
255.,Brevin Knight,1092000,2104779
256.,Jermaine O'Neal,1075000,2072013
257.,Michael Doleac,1050000,2023826
258.,Johnny Taylor,1037000,1998769
259.,John Wallace,1021000,1967930
260.,Michael Stewart,1000000,1927453
260.,Jerome Kersey,1000000,1927453
260.,Vernon Maxwell,1000000,1927453
260.,Greg Anthony,1000000,1927453
260.,Gary Grant,1000000,1927453
260.,Chris Morris,1000000,1927453
260.,Joe Kleine,1000000,1927453
260.,Rick Mahorn,1000000,1927453
260.,Harvey Grant,1000000,1927453
260.,George Lynch,1000000,1927453
260.,Dominique Wilkins,1000000,1927453
260.,Danny Schayes,1000000,1927453
260.,Olden Polynice,1000000,1927453
260.,Herb Williams,1000000,1927453
260.,David Wingate,1000000,1927453
260.,Malik Sealy,1000000,1927453
260.,Dell Curry,1000000,1927453
260.,Terry Porter,1000000,1927453
260.,Derek Harper,1000000,1927453
260.,Dennis Rodman,1000000,1927453
260.,Charles Barkley,1000000,1927453
260.,Joe Dumars,1000000,1927453
260.,Keon Clark,1000000,1927453
260.,Gary Trent,1000000,1927453
260.,Johnny Newman,1000000,1927453
260.,Bill Wennington,1000000,1927453
260.,Joe Wolf,1000000,1927453
260.,Scott Burrell,1000000,1927453
260.,Chris Carr,1000000,1927453
260.,Mark West,1000000,1927453
260.,Anthony Johnson,1000000,1927453
291.,Chris Anstey,985200,1898927
292.,Walter McCarty,975000,1879267
293.,Dontae' Jones,953856,1838513
294.,Michael Dickerson,949600,1830310
295.,Zydrunas Ilgauskas,936000,1804096
296.,Paul Grant,903240,1740953
297.,Matt Harpring,900000,1734708
297.,Tony Massenburg,900000,1734708
299.,Anthony Parker,867120,1671333
300.,Randolph Childress,866320,1669791
301.,Roy Rogers,862560,1662544
302.,Bryce Drew,857000,1651828
303.,Thurl Bailey,850000,1638335
303.,Blue Edwards,850000,1638335
303.,Jud Buechler,850000,1638335
303.,Chucky Brown,850000,1638335
307.,Eric Snow,846300,1631204
308.,Ed Gray,832440,1604489
309.,Ben Wallace,800000,1541963
309.,Don Reid,800000,1541963
311.,Bobby Jackson,799200,1540421
312.,Derek Fisher,795000,1532325
313.,J.R. Reid,780000,1503414
314.,Radoslav Nesterovic,775750,1495222
315.,Martin Muursepp,763200,1471032
316.,George McCloud,750000,1445590
316.,Cedric Ceballos,750000,1445590
318.,Pat Garrity,740000,1426315
318.,Roshown McLeod,740000,1426315
320.,Mirsad Turkcan,739400,1425159
321.,Jerome Williams,737880,1422229
322.,John Thomas,737000,1420533
323.,Keith Askins,725000,1397404
324.,Priest Lauderdale,712200,1372732
325.,Pete Chilcutt,700000,1349217
326.,Jacque Vaughn,691560,1332950
327.,Keith Booth,687240,1324623
328.,Brian Evans,686780,1323736
329.,Ricky Davis,680000,1310668
330.,Marty Conlon,662500,1276938
330.,Dwayne Schintzius,662500,1276938
332.,Brian Skinner,653500,1259591
333.,Hubert Davis,645000,1243207
334.,Rodrick Rhodes,639300,1232221
335.,Ruben Patterson,628500,1211404
336.,Oliver Miller,600000,1156472
336.,Jon Barry,600000,1156472
336.,Doug Overton,600000,1156472
336.,Felipe Lopez,600000,1156472
336.,Fred Hoiberg,600000,1156472
341.,Greg Foster,588000,1133342
342.,Lawrence Funderburke,575000,1108286
342.,Aaron Williams,575000,1108286
344.,Sam Jacobson,559000,1077446
345.,Michael Curry,550000,1060099
346.,Sam Mack,545000,1050462
347.,Vladimir Stepania,543000,1046607
347.,Al Harrington,543000,1046607
349.,Corey Benjamin,540000,1040825
350.,Negele Knight,537500,1036006
350.,Mitchell Butler,537500,1036006
350.,Charles Shackleford,537500,1036006
350.,Eric Riley,537500,1036006
354.,Nazr Mohammed,535000,1031187
355.,Eric Washington,520000,1002276
356.,Bruce Bowen,507000,977219
357.,Craig Ehlo,504082,971594
358.,Corliss Williamson,500000,963726
358.,Marcus Brown,500000,963726
360.,Anthony Miller,475000,915540
360.,Jeff Sanders,475000,915540
360.,Gheorghe Muresan,475000,915540
363.,Loren Meyer,450000,867354
363.,David Vaughn,450000,867354
365.,Malik Rose,425000,819167
365.,Horacio Llamas Grey,425000,819167
365.,Ben Davis,425000,819167
365.,Corey Beck,425000,819167
365.,Mark Hendrickson,425000,819167
365.,Jamie Feick,425000,819167
371.,Reggie Slater,400000,770981
372.,Mark Pope,382000,736287
373.,Chris Robinson,375000,722795
374.,John Coker,350000,674608
374.,Jeff McInnis,350000,674608
374.,Andrew Gaze,350000,674608
374.,Michael Hawkins,350000,674608
374.,Marko Milic,350000,674608
374.,Drew Barry,350000,674608
374.,Moochie Norris,350000,674608
374.,Rick Brunson,350000,674608
374.,Adonis Jordan,350000,674608
374.,DeJuan Wheat,350000,674608
374.,Rusty Larue,350000,674608
374.,William Cunningham,350000,674608
374.,Chris Crawford,350000,674608
387.,Charles O'Bannon,320000,616785
388.,Bubba Wells,312000,601365
389.,Jerald Honeycutt,300000,578236
390.,Randell Jackson,287500,554143
390.,Paul Rogers,287500,554143
390.,Sean Marks,287500,554143
390.,Brandon Williams,287500,554143
390.,Gerard King,287500,554143
390.,Jerome James,287500,554143
390.,Nikita Morgunov,287500,554143
390.,Toby Bailey,287500,554143
390.,Gerald Brown,287500,554143
390.,Randy Livingston,287500,554143
390.,Casey Shaw,287500,554143
390.,Miles Simon,287500,554143
390.,Jonathan Kerner,287500,554143
390.,Rashard Lewis,287500,554143
390.,Jelani McCoy,287500,554143
390.,Trevor Winter,287500,554143
390.,Andrae Patterson,287500,554143
390.,Makhtar N'Diaye,287500,554143
390.,J.R. Henderson,287500,554143
390.,Tyronn Lue,287500,554143
390.,Tyrone Nesby,287500,554143
390.,Troy Hudson,287500,554143
390.,Mate Skelin,287500,554143
390.,Cuttino Mobley,287500,554143
390.,Korleone Young,287500,554143
390.,Kelly McCarty,287500,554143
390.,Bruno Sundov,287500,554143
390.,Ansu Sesay,287500,554143
390.,Ryan Stack,287500,554143
390.,Earl Boykins,287500,554143
390.,Cory Carr,287500,554143
390.,Charles Jones,287500,554143
390.,Kornel David,287500,554143
390.,Brad Miller,287500,554143
390.,Marlon Garnett,287500,554143
390.,Damon Jones,287500,554143
390.,Jeffrey Sheppard,287500,554143
