Ranking,Player,2006/07,2006/07(*)
197.,Tyrus Thomas,3260760,5049035
198.,Lorenzen Wright,3250000,5032374
199.,Zeljko Rebraca,3240000,5016890
200.,Kevin Ollie,3196050,4948836
200.,Ira Newble,3196050,4948836
202.,Kirk Hinrich,3192628,4943538
203.,Devin Harris,3153120,4882363
204.,Fred Jones,3100000,4800110
204.,Trevor Ariza,3100000,4800110
206.,Raymond Felton,3060840,4739474
207.,Steven Hunter,3024000,4682430
207.,Chris Duhon,3024000,4682430
209.,Francisco Elson,3000000,4645268
209.,Rasual Butler,3000000,4645268
209.,Chucky Atkins,3000000,4645268
212.,Shelden Williams,2952840,4572244
213.,Earl Boykins,2950000,4567847
214.,TJ Ford,2929467,4536053
215.,Iakovos Tsakalidis,2900000,4490426
216.,Michael Doleac,2880000,4459457
217.,Josh Childress,2863920,4434559
218.,Willie Green,2800000,4335584
219.,Brian Scalabrine,2793103,4324904
220.,Martell Webster,2780160,4304863
221.,Dan Dickau,2753218,4263145
222.,Primoz Brezec,2750000,4258162
223.,Damien Wilkins,2700000,4180741
223.,Eddie Griffin,2700000,4180741
225.,Mike Sweetney,2696956,4176028
226.,Brandon Roy,2681880,4152684
227.,James Jones,2650000,4103320
228.,Anthony Johnson,2640000,4087836
229.,Jarron Collins,2625698,4065690
230.,Luol Deng,2614440,4048258
231.,Jarvis Hayes,2564127,3970352
232.,Juan Dixon,2550000,3948478
233.,Charlie Villanueva,2537880,3929711
234.,Mickael Pietrus,2535260,3925654
235.,Keith Bogans,2510000,3886541
236.,Nick Collison,2501070,3872713
237.,Fabricio Oberto,2500000,3871057
237.,Bostjan Nachbar,2500000,3871057
239.,Randy Foye,2448240,3790910
240.,Luke Ridnour,2425878,3756284
241.,Rafael Araujo,2395200,3708782
242.,Jose Calderon,2333334,3612987
243.,Channing Frye,2325000,3600083
244.,Lindsey Hunter,2250000,3483951
245.,Rudy Gay,2242290,3472013
246.,Mark Madsen,2210000,3422014
246.,Dikembe Mutombo,2210000,3422014
248.,Andre Iguodala,2201640,3409069
249.,Jackie Butler,2200000,3406530
249.,Scot Pollard,2200000,3406530
249.,Othella Harrington,2200000,3406530
252.,Zarko Cabarkapa,2157097,3340098
253.,Ike Diogu,2137200,3309289
254.,Luke Jackson,2131981,3301207
255.,Bonzi Wells,2115000,3274914
256.,Patrick O'Bryant,2061720,3192414
257.,David West,2051938,3177267
258.,Andrew Bynum,2030280,3143731
259.,Matt Bonner,2000000,3096845
259.,Jake Voskuhl,2000000,3096845
261.,DeSagana Diop,1998000,3093748
262.,Andris Biedrins,1986960,3076654
263.,Devean George,1974259,3056987
264.,Tariq Abdul-Wahad,1968750,3048457
265.,Aleksandar Pavlovic,1962206,3038324
266.,Saer Sene,1958640,3032802
267.,Jason Hart,1922640,2977059
268.,Maurice Williams,1920000,2972971
269.,Robert Swift,1887600,2922803
270.,Dahntay Jones,1886113,2920500
271.,Boris Diaw,1870501,2896326
272.,JJ Redick,1860720,2881181
273.,Travis Outlaw,1836426,2843564
274.,Yaroslav Korolev,1832280,2837144
275.,Brian Cook,1817141,2813702
276.,Michael Ruffin,1803600,2792735
276.,Malik Allen,1803600,2792735
278.,Vassilis Spanoulis,1800000,2787161
278.,Walter Herrmann,1800000,2787161
280.,Sebastian Telfair,1793160,2776569
281.,Hilton Armstrong,1767600,2736992
282.,Shammond Williams,1750000,2709740
282.,Aaron Williams,1750000,2709740
282.,Ronald Murray,1750000,2709740
282.,David Wesley,1750000,2709740
286.,Sean May,1740720,2695370
287.,Kris Humphries,1703520,2637769
288.,Kendrick Perkins,1689409,2615919
289.,Leandro Barbosa,1679733,2600936
290.,Thabo Sefolosha,1679280,2600235
291.,Josh Howard,1667603,2582154
292.,Rashad McCants,1653720,2560657
293.,Didier Ilunga-Mbenga,1628959,2522317
294.,Maurice Evans,1620000,2508445
295.,Al Jefferson,1618320,2505843
296.,Clifford Robinson,1600000,2477476
297.,Ronnie Brewer,1595400,2470353
298.,Antoine Wright,1570920,2432448
299.,Kirk Snyder,1537440,2380607
300.,Cedric Simmons,1515480,2346603
301.,Scott Padgett,1495317,2315382
302.,Joey Graham,1492440,2310928
303.,Adrian Griffin,1475000,2283923
304.,Josh Smith,1460640,2261688
305.,Rodney Carney,1439760,2229357
306.,Danny Granger,1417800,2195353
307.,Eddie House,1400000,2167792
308.,JR Smith,1387560,2148529
309.,Luke Walton,1375000,2129081
310.,Shawne Williams,1367760,2117870
311.,Keith McLeod,1350000,2090370
312.,Gerald Green,1347000,2085725
313.,Steve Blake,1330000,2059402
314.,Dorell Wright,1325160,2051908
315.,Justin Reed,1300000,2012949
316.,Hakim Warrick,1286280,1991705
317.,Jameer Nelson,1272120,1969779
318.,Quincy Douby,1240920,1921468
319.,Julius Hodge,1234800,1911992
320.,Renaldo Balkman,1191240,1844543
321.,Jason Kapono,1188000,1839526
321.,Matt Carroll,1188000,1839526
323.,Nate Robinson,1185480,1835624
324.,Alan Henderson,1178348,1824580
324.,Darrick Martin,1178348,1824580
324.,Eric Piatkowski,1178348,1824580
324.,Bo Outlaw,1178348,1824580
324.,Gary Payton,1178348,1824580
324.,Darrell Armstrong,1178348,1824580
330.,Viktor Khryapa,1172400,1815370
331.,Rajon Rondo,1143600,1770776
332.,Jarrett Jack,1137960,1762043
333.,Michael Olowokandi,1103225,1708258
334.,Marcus Williams,1097880,1699982
335.,Francisco Garcia,1092600,1691806
336.,Nenad Krstic,1080480,1673039
336.,Delonte West,1080480,1673039
338.,John Edwards,1080000,1672296
339.,Jacque Vaughn,1071225,1658709
339.,Kelvin Cato,1071225,1658709
339.,Mikki Moore,1071225,1658709
342.,Devin Brown,1064518,1648323
343.,Josh Boone,1053960,1631975
344.,Luther Head,1048800,1623985
345.,Carlos Delfino,1037280,1606148
345.,Tony Allen,1037280,1606148
347.,Kyle Lowry,1011720,1566570
348.,Johan Petro,1006800,1558952
349.,Kevin Martin,1002840,1552820
350.,Shavlik Randolph,1000000,1548422
350.,Jannero Pargo,1000000,1548422
350.,Bernard Robinson,1000000,1548422
353.,Jumaine Jones,998967,1546823
353.,Ryan Bowen,998967,1546823
355.,Sasha Vujacic,973920,1508040
356.,Jason Maxiell,973440,1507296
357.,Shannon Brown,971280,1503952
358.,Beno Udrih,967920,1498749
359.,David Harrison,960840,1487786
360.,Anderson Varejao,945600,1464188
361.,Linas Kleiza,945360,1463817
362.,Jordan Farmar,939120,1454154
363.,Wayne Simien,932760,1444306
364.,DeShawn Stevenson,932015,1443153
364.,Sean Marks,932015,1443153
366.,David Lee,926040,1433901
367.,Mario Kasun,919551,1423853
368.,Sergio Rodriguez,912000,1412161
369.,Maurice Ager,906480,1403614
370.,Mardy Collins,899880,1393394
371.,DerMarr Johnson,865063,1339483
372.,Boniface N'Dong,839209,1299450
372.,Alex Acker,839209,1299450
374.,James White,818153,1266845
375.,Pat Burke,810000,1254222
376.,Mickael Gelabale,802000,1241835
377.,Mile Ilic,800000,1238738
378.,Mike Wilks,798112,1235814
378.,Smush Parker,798112,1235814
380.,James Lang,771331,1194346
380.,Linton Johnson,771331,1194346
380.,Quinton Ross,771331,1194346
380.,Matt Barnes,771331,1194346
380.,Dajuan Wagner,771331,1194346
380.,Ronald Dupree,771331,1194346
380.,Jamal Sampson,771331,1194346
387.,Roger Mason,744551,1152879
387.,Pape Sow,744551,1152879
387.,Ime Udoka,744551,1152879
387.,Ha Seung-Jin,744551,1152879
387.,Charlie Bell,744551,1152879
387.,Earl Barron,744551,1152879
387.,Maceo Baston,744551,1152879
387.,Josh Powell,744551,1152879
387.,Andre Barrett,744551,1152879
387.,Royal Ivey,744551,1152879
397.,Salim Stoudamire,729000,1128800
398.,John Lucas,700000,1083896
399.,Andre Owens,676800,1047972
400.,James Singleton,675000,1045185
400.,Solomon Jones,675000,1045185
402.,Donell Taylor,664209,1028476
402.,Andray Blatche,664209,1028476
402.,CJ Miles,664209,1028476
402.,Ronnie Price,664209,1028476
402.,Louis Williams,664209,1028476
402.,Travis Diener,664209,1028476
402.,Brandon Bass,664209,1028476
402.,Bracey Wright,664209,1028476
402.,Lynn Greer,664209,1028476
402.,Ersan Ilyasova,664209,1028476
402.,Lawrence Roberts,664209,1028476
402.,Ronny Turiaf,664209,1028476
402.,Daniel Ewing,664209,1028476
402.,Rawle Marshall,664209,1028476
402.,Orien Greene,664209,1028476
402.,Chuck Hayes,664209,1028476
402.,Monta Ellis,664209,1028476
402.,Chris Taft,664209,1028476
402.,Amir Johnson,664209,1028476
402.,Dwayne Jones,664209,1028476
402.,Martynas Andriuskevicius,664209,1028476
402.,Ryan Gomes,664209,1028476
402.,Esteban Batista,664209,1028476
425.,Stanislav Medvedenko,625132,967968
426.,Paul Millsap,625000,967764
427.,Steve Novak,600000,929053
427.,Pavel Podkolzin,600000,929053
429.,Arvydas Macijauskas,500000,774211
430.,Leon Powe,432000,668918
431.,Roger Powell,412718,639061
431.,Brian Chase,412718,639061
431.,Dee Brown,412718,639061
431.,Uros Slokar,412718,639061
431.,PJ Tucker,412718,639061
431.,Bobby Jones,412718,639061
431.,James Augustine,412718,639061
431.,Marcus Vinicius,412718,639061
431.,Craig Smith,412718,639061
431.,David Noel,412718,639061
431.,Damir Markota,412718,639061
431.,Robert Hite,412718,639061
431.,Chris Quinn,412718,639061
431.,Tarence Kinsey,412718,639061
431.,Alexander Johnson,412718,639061
431.,Paul Davis,412718,639061
431.,Will Blalock,412718,639061
431.,Ivan McFarlin,412718,639061
431.,Yakhouba Diawara,412718,639061
431.,Jose Juan Barea,412718,639061
431.,Pops Mensah-Bonsu,412718,639061
431.,Daniel Gibson,412718,639061
431.,Ryan Hollins,412718,639061
431.,Hassan Adams,412718,639061
431.,Allan Ray,412718,639061
431.,Cedric Bozeman,412718,639061
457.,Jared Reiner,396905,614576
458.,Junior Harrington,390556,604745
459.,Peter John Ramos,384776,595795
460.,Kelenna Azubuike,301657,467092
461.,Loren Woods,300000,464526
462.,Desmon Farmer,275404,426441
463.,Anthony Roberson,267111,413600
464.,Justin Williams,261724,405259
465.,Stephen Graham,259204,401357
466.,Andre Brown,241591,374085
467.,Juaquin Hawkins,215928,334347
468.,Jeremy Richardson,176161,272771
469.,Howard Eisley,162660,251866
470.,Steven Smith,161061,249390
470.,Andreas Glyniadakis,161061,249390
470.,Chris McCray,161061,249390
473.,Doug Christie,158071,244760
474.,Mike Gansey,150000,232263
474.,Zoran Planinic,150000,232263
476.,Matt Freije,145961,226009
477.,Mike Hall,135895,210422
478.,Pat Carroll,110000,170326
479.,Alan Anderson,102131,158141
480.,Sergey Monya,100000,154842
480.,Paul Miller,100000,154842
480.,Jimmie Hunter,100000,154842
483.,Ndudi Ebi,90000,139358
484.,Dijon Thompson,89101,137966
485.,Robert Whaley,83026,128559
486.,Daniel Horton,75000,116131
486.,Jefferson Sobral,75000,116131
488.,Vincent Grier,70000,108389
488.,Kevin Burleson,70000,108389
490.,Luke Schenscher,55000,85163
491.,Kevin Pittsnogle,50000,77421
492.,Will Conroy,35378,54779
493.,Casey Jacobsen,31250,48388
494.,Von Wafer,24300,37626
495.,Renaldo Major,20133,31174
