,Player,Age,Service Time,Contract,AAV,2024,2025,2026,2027,2028,2029,2030
0,Trea Turner,31.7,7.135,11300202333,27272727,27272727,27272727,27272727,27272727,27272727,27272727,27272727
1,Bryce Harper,32.4,11.159,13330201931,25384615,27538462,27538462,27538462,27538462,27538462,23538462,23538462
2,Aaron Nola,31.8,8.076,7172202430,24571429,24571429,24571429,24571429,24571429,24571429,24571429,24571429
3,Zack Wheeler,34.8,10.098,51182020243126202527,23600000,23500000,42000000,42000000,42000000,FREE AGENT,,
4,J.T. Realmuto,34.0,9.038,51155202125,23100000,23875000,23875000,FREE AGENT,,,,
5,Nick Castellanos,33.1,10.029,5100202226,20000000,20000000,20000000,20000000,FREE AGENT,,,
6,Kyle Schwarber,32.1,8.086,479202225,19750000,20000000,20000000,FREE AGENT,,,,
7,Taijuan Walker,32.6,9.142,472202326,18000000,18000000,18000000,18000000,FREE AGENT,,,
8,Matt Strahm,33.4,7.064,2152023241752025202675602025,7500000,7500000,7500000,4500000,,,,
9,José Alvarado,29.8,6.088,3222023252026,7333333,9016667,9016667,9000000,,,,
10,Carlos Estévez,32.2,7.022,2135202324,6750000,6750000,FREE AGENT,,,,,
11,Spencer Turnbull,32.5,5.020,122024,2000000,2000000,FREE AGENT,,,,,
12,Cristopher Sánchez,28.3,1.083,1753520244225202528202930,753500,753500,2000000,3500000,6500000,9500000,14000000,15000000
