,Player,Age,Service Time,Contract,AAV,2022,2023,2024,2025,2026,2027,2028
0,Bryce Harper,32.4,9.159,13330201931,25384615,27538462,27538462,27538462,27538462,27538462,27538462,27538462
1,Zack Wheeler,34.8,8.098,5118202024,23600000,26000000,24500000,23500000,FREE AGENT,,,
2,J.T. Realmuto,34.0,7.038,51155202125,23100000,23875000,23875000,23875000,23875000,FREE AGENT,,
3,Noah Syndergaard,32.6,6.149,1212022,21000000,21000000,FREE AGENT,,,,,
4,Nick Castellanos,33.1,8.029,5100202226,20000000,20000000,20000000,20000000,20000000,20000000,FREE AGENT,
5,Kyle Schwarber,32.1,6.086,479202225,19750000,19000000,20000000,20000000,20000000,FREE AGENT,,
6,Jean Segura,35.0,9.065,570201822,14000000,14850000,17000000,,,,,
7,Aaron Nola,31.8,6.076,556752019232023,11250000,15500000,16000000,FREE AGENT,,,,
8,Corey Knebel,33.3,6.151,1102022,10000000,10000000,FREE AGENT,,,,,
9,Kyle Gibson,37.4,8.039,328202022,9333333,7666667,FREE AGENT,,,,,
10,Brad Hand,35.0,8.092,162022,6000000,6000000,FREE AGENT,,,,,
11,Zach Eflin,31.0,5.018,1572022,5700000,5550000,15000000,,,,,
12,David Robertson,40.0,12.104,1352022,3500000,3500000,FREE AGENT,,,,,
