,Player,Age,Service Time,Contract,AAV,2020,2021,2022,2023,2024,2025,2026
0,Bryce Harper,28.0,7.159,13330201931,25384615,27538462,27538462,27538462,27538462,27538462,27538462,27538462
1,Jake Arrieta,34.6,8.145,375201820202122,25000000,20000000,22500000,22500000,,,,
2,Zack Wheeler,30.4,6.098,5118202024,23600000,21500000,22500000,26000000,24500000,23500000,FREE AGENT,
3,Andrew McCutchen,34.0,10.123,3502019212022,16666667,17000000,20000000,15000000,,,,
4,Didi Gregorius,30.6,6.159,1142020,14000000,14000000,FREE AGENT,,,,,
5,Jean Segura,30.6,7.065,5712018222023,14000000,14850000,14850000,14850000,17000000,,,
6,Jay Bruce,33.5,11.125,339201820,13000000,14000000,FREE AGENT,,,,,
7,David Robertson,35.5,11.070,2232019202021,11500000,11000000,12000000,,,,,
8,Aaron Nola,27.3,4.076,4452019222023,11250000,8500000,12250000,15500000,16000000,,,
9,Héctor Neris,31.3,4.068,14620202021,4600000,4600000,7000000,FREE AGENT,,,,
10,Scott Kingery,26.4,2.000,624201823202426,4000000,1750000,4250000,6250000,8250000,13000000,14000000,15000000
11,Brandon Workman,32.1,5.051,1352020,3500000,3500000,FREE AGENT,,,,,
12,Neil Walker,35.1,9.166,122020,2000000,2000000,FREE AGENT,,,,,
13,David Phelps,34.0,7.156,11520202021,1500000,1250000,4500000,,,,,
14,Tommy Hunter,34.3,10.066,18502020,850000,850000,FREE AGENT,,,,,
