,Player,Age,Service Time,Contract,AAV,2021,2022,2023,2024,2025,2026,2027
0,Bryce Harper,32.4,8.159,13330201931,25384615,27538462,27538462,27538462,27538462,27538462,27538462,27538462
1,Zack Wheeler,34.8,7.098,5118202024,23600000,22500000,26000000,24500000,23500000,FREE AGENT,,
2,J.T. Realmuto,34.0,6.038,51155202125,23100000,20000000,23875000,23875000,23875000,23875000,FREE AGENT,
3,Andrew McCutchen,38.5,11.123,350201921,16666667,20000000,15000000,,,,,
4,Jean Segura,35.0,8.065,570201822,14000000,14850000,14850000,17000000,,,,
5,Didi Gregorius,35.1,7.159,228202122,14000000,12750000,15250000,FREE AGENT,,,,
6,Aaron Nola,31.8,5.076,556752019232023,11250000,12250000,15500000,16000000,FREE AGENT,,,
7,Kyle Gibson,37.4,7.039,328202022,9333333,9666667,7666667,FREE AGENT,,,,
8,Odúbel Herrera,33.2,4.088,530520172111752022,6100000,10350000,1750000,FREE AGENT,,,,
9,Archie Bradley,32.6,5.112,162021,6000000,6000000,FREE AGENT,,,,,
10,Brad Miller,35.4,7.004,1352021,3500000,3500000,FREE AGENT,,,,,
11,Matt Moore,35.8,8.000,132021,3000000,3000000,FREE AGENT,,,,,
12,Ian Kennedy,40.3,11.124,12152021,2150000,2150000,FREE AGENT,,,,,
13,Freddy Galvis,35.4,8.021,11752021,1750000,1750000,FREE AGENT,,,,,
