,Player,Age,Service Time,Contract,AAV,2025,2026,2027,2028,2029,2030,2031
0,Zack Wheeler,34.8,11.098,3126202527,42000000,42000000,42000000,42000000,FREE AGENT,,,
1,Trea Turner,31.7,8.135,11300202333,27272727,27272727,27272727,27272727,27272727,27272727,27272727,27272728
2,Bryce Harper,32.4,12.159,13330201931,25384615,27538462,27538462,27538462,27538462,23538462,23538462,23538462
3,Aaron Nola,31.8,9.076,7172202430,24571429,24571429,24571429,24571429,24571429,24571429,24571429,FREE AGENT
4,J.T. Realmuto,34.0,10.038,51155202125,23100000,23875000,FREE AGENT,,,,,
5,Nick Castellanos,33.1,11.029,5100202226,20000000,20000000,20000000,FREE AGENT,,,,
6,Kyle Schwarber,32.1,9.086,479202225,19750000,20000000,FREE AGENT,,,,,
7,Taijuan Walker,32.6,10.142,472202326,18000000,18000000,18000000,FREE AGENT,,,,
8,Max Kepler,32.1,8.152,1102025,10000000,10000000,FREE AGENT,,,,,
9,Jordan Romano,31.9,5.051,1852025,8500000,8500000,FREE AGENT,,,,,
10,Matt Strahm,33.4,8.064,1752025202675602025,7500000,7500000,4500000,,,,,
11,José Alvarado,29.8,7.088,3222023252026,7333333,9016667,9000000,,,,,
12,Cristopher Sánchez,28.3,2.083,4225202528202930,5625000,2000000,3500000,6500000,9500000,14000000,15000000,
13,Joe Ross,31.8,7.018,142025,4000000,4000000,FREE AGENT,,,,,
