,Player,Age,Service Time,Contract,AAV,2024,2025,2026,2027,2028,2029,2030
0,Christian Yelich,33.3,10.069,92152020282029,23888889,26000000,26000000,26000000,26000000,26000000,20000000,
1,Rhys Hoskins,32.0,6.053,23420242520252026,17000000,12000000,18000000,18000000,,,,
2,Frankie Montas,32.0,6.015,1162024,16000000,14000000,20000000,,,,,
3,Jackson Chourio,21.0,0.000,882202431203233,10250000,2250000,4250000,7250000,8250000,9250000,15250000,16250000
4,Brandon Woodruff,32.1,5.161,21752024252026,8750000,2500000,5000000,20000000,,,,
5,Wade Miley,38.4,12.025,1852024,8500000,7000000,12000000,,,,,
6,Devin Williams,30.5,4.056,17252024,7250000,7000000,10500000,FREE AGENT,,,,
7,Gary Sánchez,32.3,7.050,172024,7000000,3000000,TBD,,,,,
8,Colin Rea,34.7,4.057,1452024,4500000,3500000,5500000,,,,,
9,Aaron Ashby,26.8,2.046,5205202327202829,4100000,1450000,3450000,5700000,7700000,9000000,13000000,
10,Freddy Peralta,28.8,5.090,622202025202526,3100000,5734960,8000000,8000000,,,,
11,Joe Ross,31.8,6.018,11752024,1750000,1750000,FREE AGENT,,,,,
