,Player,Age,Service Time,Contract,AAV,2023,2024,2025,2026,2027,2028,2029
0,Christian Yelich,33.3,9.069,92152020282029,23888889,26000000,26000000,26000000,26000000,26000000,26000000,20000000
1,Mark Canha,36.1,7.092,3362022242024,11500000,11500000,11500000,FREE AGENT,,,,
2,Jesse Winker,31.6,5.080,2145202223,8250000,8250000,FREE AGENT,,,,,
3,Carlos Santana,39.0,12.115,167252023,6725000,6725000,FREE AGENT,,,,,
4,Andrew Chafin,34.8,8.020,16252023,6250000,5500000,7250000,,,,,
5,Wade Miley,38.4,11.025,1452023,4500000,3500000,10000000,,,,,
6,Aaron Ashby,26.8,1.046,5205202327202829,4100000,1200000,1450000,3450000,5700000,7700000,9000000,13000000
7,Freddy Peralta,28.8,4.090,622202025202526,3100000,3734960,5734960,8000000,8000000,,,
8,Julio Teheran,34.2,9.062,1152023,1500000,1500000,FREE AGENT,,,,,
9,Justin Wilson,37.6,10.035,112023,1000000,850000,2500000,,,,,
