,Player,Age,Service Time,Contract,AAV,2021,2022,2023,2024,2025,2026,2027
0,Corbin Burnes,30.4,2.049,16082021,,608000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Willy Adames,29.6,2.105,15902021,,590000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
2,Adrian Houser,32.1,2.010,158412021,,584100,ARB 1,ARB 2,ARB 3,FREE AGENT,,
3,Eric Lauer,29.8,2.057,157052021,,570500,ARB 1,ARB 2,ARB 3,FREE AGENT,,
4,Jandel Gustave,32.5,2.110,"1 yr, TBD (2021)",,TBD,ARB 1,ARB 2,ARB 3,FREE AGENT,,
5,Devin Williams,30.5,1.056,168112021,,681100,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,John Curtiss,32.0,1.045,16152021,,615000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
7,Keston Hiura,28.6,1.114,158462021,,584600,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
8,Luis Urías,27.8,1.120,157512021,,575100,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
9,Rowdy Tellez,30.0,2.012,159812021,,598100,Pre-ARB,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT
10,Tyrone Taylor,31.2,0.098,157052021,,570500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
11,Jake Cousins,30.7,,157052021,,570500,Pre-ARB,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3
12,Estimated salaries for other pre-arbitration players,1141000,,,,,,,,,,
