,Player,Age,Service Time,Contract,AAV,2023,2024,2025,2026,2027,2028,2029
0,Dansby Swanson,31.1,6.047,7177202329,25285714,14000000,26000000,28000000,28000000,28000000,27000000,26000000
1,Marcus Stroman,33.9,8.026,250202224,23666667,25000000,21000000,FREE AGENT,,,,
2,Cody Bellinger,29.7,5.160,11752023,17500000,12500000,25000000,,,,,
3,Seiya Suzuki,30.6,1.000,585202226,17000000,18000000,21000000,19000000,19000000,FREE AGENT,,
4,Jameson Taillon,33.4,6.110,468202326,17000000,14000000,18000000,18000000,18000000,FREE AGENT,,
5,Kyle Hendricks,35.3,8.081,5702020242024,13875000,14000000,16000000,FREE AGENT,,,,
6,Drew Smyly,35.8,10.143,2232023242023,11500000,10000000,10500000,10000000,,,,
7,Ian Happ,30.6,5.036,110852023361202426,10850000,10850000,21000000,21000000,19000000,FREE AGENT,,
8,Yan Gomes,37.7,10.083,319202224,6500000,6500000,6000000,,,,,
9,Jeimer Candelario,31.3,5.038,152023,5000000,5000000,FREE AGENT,,,,,
10,Michael Fulmer,32.0,6.157,142023,4000000,4000000,FREE AGENT,,,,,
11,David Bote,32.0,4.083,515202024,3000000,4010000,5510000,7000000,7600000,,,
12,Brad Boxberger,36.8,9.033,1282023,2800000,2000000,5000000,,,,,
13,Nico Hoerner,27.9,3.014,125252023335202426,2525000,2525000,11500000,11500000,12000000,FREE AGENT,,
