,Player,Age,Service Time,Contract,AAV,2021,2022,2023,2024,2025,2026,2027
0,Kohl Stewart,30.5,1.065,17002021,,700000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
1,Alec Mills,33.3,1.097,16002021,,600000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
2,Rowan Wick,32.4,1.114,15932021,,593000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
3,Codi Heuer,28.7,1.000,15852021,,585000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
4,Nico Hoerner,27.9,1.021,157052021,,570500,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
5,Brad Wieck,33.4,1.125,"1 yr, TBD (2021)",,TBD,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,Nick Madrigal,28.1,0.164,15842021,,584000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
7,Adbert Alzolay,30.1,0.050,15732021,,573000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
8,Patrick Wisdom,33.6,0.079,157052021,,570500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
9,Rafael Ortega,33.9,1.014,157052021,,570500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
10,Frank Schwindel,32.7,0.015,"1 yr, TBD (2021)",,TBD,Pre-ARB,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3
11,Estimated salaries for other pre-arbitration players,6846000,,,,,,,,,,
