,Player,Age,Service Time,Contract,AAV,2024,2025,2026,2027,2028,2029,2030
0,Keegan Thompson,30.0,2.034,17422024,,742000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Javier Assad,27.7,1.027,17552024,,755000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
2,Miguel Amaya,26.0,0.130,174652024,,746500,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
3,Tyson Miller,29.7,0.085,17452024,,745000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
4,Hayden Wesneski,27.3,1.008,17452024,,745000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
5,Ben Brown,25.5,0.000,17402024,,740000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,Jordan Wicks,25.6,0.037,174152024,,741500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
7,Michael Busch,27.4,0.045,174152024,,741500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
8,Pete Crow-Armstrong,23.0,0.021,17452024,,745000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,ARB 4
9,Porter Hodge,24.1,0.000,17402024,,740000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,ARB 4
10,Estimated salaries for other pre-arbitration players,2960000,,,,,,,,,,
