,Player,Age,Service Time,Contract,AAV,2025,2026,2027,2028,2029,2030,2031
0,Dansby Swanson,31.1,8.047,7177202329,25285714,28000000,28000000,28000000,27000000,26000000,FREE AGENT,
1,Ian Happ,30.6,7.036,361202426,20333333,21000000,19000000,FREE AGENT,,,,
2,Seiya Suzuki,30.6,3.000,585202226,17000000,19000000,19000000,FREE AGENT,,,,
3,Jameson Taillon,33.4,8.110,468202326,17000000,18000000,18000000,FREE AGENT,,,,
4,Matthew Boyd,34.1,8.057,2292025262027,14500000,10000000,17000000,15000000,,,,
5,Ryan Pressly,36.3,11.039,342202325,14000000,14000000,FREE AGENT,,,,,
6,Shota Imanaga,31.6,1.000,45325202425202627202880,13750000,13750000,15000000,15000000,17000000,,,
7,Nico Hoerner,27.9,5.014,335202426,11666667,11500000,12000000,FREE AGENT,,,,
8,Justin Turner,40.3,14.045,1620252026,6000000,4000000,10000000,,,,,
9,Carson Kelly,30.7,6.161,21152025262027,5750000,5000000,5000000,7500000,,,,
10,Colin Rea,34.7,5.057,1520252026,5000000,4250000,6000000,,,,,
11,Ryan Brasier,37.6,7.094,29202425,4500000,4500000,FREE AGENT,,,,,
12,Caleb Thielbar,38.1,6.131,12752025,2750000,2750000,FREE AGENT,,,,,
13,Jon Berti,35.2,5.168,122025,2000000,2000000,FREE AGENT,,,,,
14,Brad Keller,29.7,6.062,1152025,1500000,1500000,FREE AGENT,,,,,
