,Player,Age,Service Time,Contract,AAV,2022,2023,2024,2025,2026,2027,2028
0,Alec Mills,33.3,2.097,174132022,,741250,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Codi Heuer,28.7,2.000,17342022,,734000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
2,Rowan Wick,32.4,2.114,17242022,,724000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
3,Nico Hoerner,27.9,2.014,17202022,,720000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
4,Brad Wieck,33.4,2.085,17172022,,717000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
5,Rafael Ortega,33.9,1.145,173852022,,738500,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,Patrick Wisdom,33.6,1.058,17302022,,730000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
7,Adbert Alzolay,30.1,1.050,171832022,,718250,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
8,Nick Madrigal,28.1,1.164,171652022,,716500,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
9,Keegan Thompson,30.0,0.131,17062022,,706000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
10,Justin Steele,29.7,0.143,17052022,,705000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
11,Christopher Morel,25.8,0.000,17002022,,700000,Pre-ARB,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3
12,Estimated salaries for other pre-arbitration players,7000000,,,,,,,,,,
