,Player,Age,Service Time,Contract,AAV,2024,2025,2026,2027,2028,2029,2030
0,Kris Bryant,33.2,8.171,7182202228,26000000,28000000,27000000,27000000,27000000,27000000,FREE AGENT,
1,Charlie Blackmon,38.7,11.102,1132024,13000000,13000000,FREE AGENT,,,,,
2,Kyle Freeland,31.9,6.144,56452022262027,12900000,15000000,16000000,16000000,17000000,,,
3,Ryan McMahon,30.3,6.006,67020222720262025,11666667,12000000,12000000,16000000,16000000,FREE AGENT,,
4,Antonio Senzatela,30.2,6.106,55052022262027,10100000,12000000,12000000,12000000,14000000,,,
5,Germán Márquez,30.1,7.027,220202425,10000000,10000000,10000000,FREE AGENT,,,,
6,Daniel Bard,39.8,7.103,219202324,9500000,9500000,FREE AGENT,,,,,
7,Ezequiel Tovar,23.6,1.014,76352024302031,9071429,1714286,4214286,5214286,8214286,11214286,14214286,16214286
8,Tyler Kinley,34.1,5.014,36252023252026,2083333,1300000,3000000,5000000,,,,
9,Jacob Stallings,35.3,5.149,122024,2000000,1500000,2000000,,,,,
