,Player,Age,Service Time,Contract,AAV,2022,2023,2024,2025,2026,2027,2028
0,Kris Bryant,33.2,6.171,7182202228,26000000,18000000,28000000,28000000,27000000,27000000,27000000,27000000
1,Charlie Blackmon,38.7,9.102,61132018232023,18833333,21000000,15000000,FREE AGENT,,,,
2,Kyle Freeland,31.9,4.144,56452022262027,12900000,7000000,10500000,15000000,16000000,16000000,17000000,
3,Ryan McMahon,30.3,4.006,67020222720262025,11666667,5000000,9000000,12000000,12000000,16000000,16000000,FREE AGENT
4,Randal Grichuk,33.6,7.033,552201923,10333333,10333333,10333333,FREE AGENT,,,,
5,Antonio Senzatela,30.2,4.106,55052022262027,10100000,7250000,7250000,12000000,12000000,12000000,14000000,
6,Germán Márquez,30.1,5.027,5405201923,8600000,11300000,15300000,,,,,
7,C.J. Cron,35.2,7.097,2145202223,7250000,7000000,7500000,FREE AGENT,,,,
8,Jose Iglesias,35.2,9.036,152022,5000000,5000000,FREE AGENT,,,,,
9,Elias Díaz,34.4,5.088,3145202224,4833333,3000000,5500000,6000000,,,,
10,Daniel Bard,39.8,5.103,1442022219202324,4400000,4400000,9500000,9500000,FREE AGENT,,,
11,Scott Oberg,35.0,6.063,313202022,4333333,7000000,8000000,,,,,
12,Alex Colomé,36.2,7.118,14152022,4150000,4150000,FREE AGENT,,,,,
13,Chad Kuhl,32.5,5.079,132022,3000000,3000000,FREE AGENT,,,,,
