,Player,Age,Service Time,Contract,AAV,2020,2021,2022,2023,2024,2025,2026
0,Nolan Arenado,29.5,6.155,82602019262021,32525000,35000000,35000000,35000000,35000000,35000000,32000000,27000000
1,Charlie Blackmon,34.3,7.102,477201821202223,18000000,21000000,21000000,21000000,10000000,,,
2,Wade Davis,35.1,10.032,3522018202021,17333333,17000000,15000000,,,,,
3,Trevor Story,27.9,4.000,2275202021,13750000,9000000,18500000,FREE AGENT,,,,
4,Daniel Murphy,35.5,10.109,2242019202021,12000000,8000000,12000000,,,,,
5,Germán Márquez,25.6,3.027,5432019232024,8600000,4800000,7800000,11300000,15300000,16000000,,
6,Scott Oberg,30.6,4.063,3132020222023,4333333,2000000,4000000,7000000,8000000,,,
7,Kevin Pillar,31.8,5.113,14252020,4250000,4250000,FREE AGENT,,,,,
8,Chris Owings,29.2,5.131,112020,1000000,1000000,FREE AGENT,,,,,
9,Drew Butera,37.2,8.067,112020,1000000,1000000,FREE AGENT,,,,,
10,Matt Kemp,36.0,12.087,15652020,565000,565000,FREE AGENT,,,,,
11,Ian Desmond,35.0,10.027,57020172120222020,,0,8000000,15000000,,,,
