,Player,Age,Service Time,Contract,AAV,2024,2025,2026,2027,2028,2029,2030
0,Justin Lawrence,30.3,1.167,17452024,,745000,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT,
1,Nolan Jones,26.9,1.007,17452024,,745000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
2,Ryan Feltner,28.6,1.143,17452024,,745000,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT,
3,Victor Vodnik,25.5,0.024,17422024,,742000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
4,Michael Toglia,26.6,0.103,17422024,,742000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
5,Brenton Doyle,26.9,0.161,17422024,,742000,Pre-ARB,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT
6,Estimated salaries for other pre-arbitration players,7400000,,,,,,,,,,
