,Player,Age,Service Time,Contract,AAV,2023,2024,2025,2026,2027,2028,2029
0,Justin Verlander,42.1,17.002,31216672023241402024,43333333,43333333,43333333,35000000,,,,
1,Jose Altuve,34.9,11.072,71635201824,23357143,29000000,29000000,FREE AGENT,,,,
2,Alex Bregman,31.0,6.070,5100202024,20000000,30500000,30500000,FREE AGENT,,,,
3,José Abreu,38.2,9.000,3585202325,19500000,19500000,19500000,19500000,,,,
4,Yordan Alvarez,27.7,3.113,6115202328,19166667,7833333,10833333,15833333,26833333,26833333,26833333,FREE AGENT
5,Lance McCullers Jr.,31.5,7.140,585202226,17000000,15950000,17700000,17700000,17700000,FREE AGENT,,
6,Ryan Pressly,36.3,9.039,2422023242025,15000000,14000000,14000000,14000000,,,,
7,Cristian Javier,28.0,3.000,564202327,12800000,3400000,7400000,10400000,21400000,21400000,FREE AGENT,
8,Michael Brantley,37.9,12.131,1122023,12000000,12000000,FREE AGENT,,,,,
9,Rafael Montero,34.4,6.138,3345202325,11500000,11500000,11500000,11500000,FREE AGENT,,,
10,Héctor Neris,35.8,7.068,3245202223,8166667,8000000,8500000,,,,,
11,Kendall Graveman,34.3,7.078,324202224,8000000,8000000,8000000,FREE AGENT,,,,
12,Martín Maldonado,38.6,10.156,295202223,4500000,4500000,FREE AGENT,,,,,
