,Player,Age,Service Time,Contract,AAV,2021,2022,2023,2024,2025,2026,2027
0,Matt Bush,39.1,2.132,16802021,,680000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Ronald Guzmán,30.4,2.083,16062021,,606000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
2,Willie Calhoun,30.4,2.033,15932021,,593000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
3,Jharel Cotton,33.2,2.158,"1 yr, TBD (2021)",,TBD,ARB 1,ARB 2,ARB 3,FREE AGENT,,
4,Brett Martin,29.9,1.151,158952021,,589500,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
5,Jonathan Hernández,28.7,1.041,158752021,,587500,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,Nick Solak,30.2,1.041,15862021,,586000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
7,Kolby Allard,27.6,1.114,158432021,,584250,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
8,Jose Trevino,32.3,1.055,15842021,,584000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
9,Taylor Hearn,30.6,1.122,158252021,,582500,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
10,Spencer Patton,37.1,1.009,"1 yr, TBD (2021)",,TBD,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
11,Nathaniel Lowe,29.7,0.145,15752021,,575000,Pre-ARB,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT
12,Jonah Heim,29.7,0.097,15742021,,574000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
13,Dane Dunning,30.3,0.083,157252021,,572500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
14,Adolis García,32.1,0.095,157052021,,570500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
15,Joe Barlow,29.5,,"1 yr, TBD (2021)",,TBD,Pre-ARB,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3
16,Estimated salaries for other pre-arbitration players,7987000,,,,,,,,,,
