,Player,Age,Service Time,Contract,AAV,2025,2026,2027,2028,2029,2030,2031
0,Dane Dunning,30.3,4.078,12662025,,2660000,,,,,,
1,Jonah Heim,29.7,4.097,145752025,,4575000,ARB 3,FREE AGENT,,,,
2,Jacob Webb,31.6,4.046,11252025,,1250000,ARB 3,FREE AGENT,,,,
3,Josh Sborz,31.3,4.055,1112025,,1100000,ARB 3,FREE AGENT,,,,
4,Leody Taveras,26.5,3.124,14752025,,4750000,ARB 3,ARB 4,FREE AGENT,,,
