,Player,Age,Service Time,Contract,AAV,2023,2024,2025,2026,2027,2028,2029
0,Sam Haggerty,30.8,2.093,172662023,,726600,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Justin Topa,34.1,2.044,17252023,,725000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
2,Logan Gilbert,27.9,1.144,176732023,,767300,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
3,Cal Raleigh,28.3,1.085,175832023,,758300,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
4,Gabe Speier,30.0,1.030,17202023,,720000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
5,George Kirby,27.1,0.135,175832023,,758300,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
6,Jarred Kelenic,25.7,0.169,172942023,,729400,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
7,Penn Murfee,30.9,0.169,17272023,,727000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
8,Matt Brash,26.9,0.121,172582023,,725800,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
9,José Caballero,28.6,,17202023,,720000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
10,Bryce Miller,26.6,,17202023,,720000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
11,Estimated salaries for other pre-arbitration players,5760000,,,,,,,,,,
