,Player,Age,Service Time,Contract,AAV,2024,2025,2026,2027,2028,2029,2030
0,Luis Castillo,32.3,6.101,510820232720281802027,21600000,24150000,24150000,24150000,24150000,25000000,,
1,Mitch Haniger,34.3,7.048,3435202325,17750000,19000000,17500000,,,,,
2,Julio Rodríguez,24.2,2.000,1220932023292030342029810,17441667,12185714,20185714,20185714,20185714,20185714,20185714,18000000
3,Justin Turner,40.3,13.045,1132024,13000000,13000000,FREE AGENT,,,,,
4,Mitch Garver,34.2,6.045,2242024252026,12000000,10500000,11500000,12000000,,,,
5,Jorge Polanco,31.7,7.024,636201924,10500000,10500000,12000000,,,,,
6,J.P. Crawford,30.2,5.163,551202226,10200000,11000000,11000000,12000000,FREE AGENT,,,
7,Yimi García,34.6,8.149,3162022242024,6000000,6333333,FREE AGENT,,,,,
8,Dylan Moore,32.6,5.000,38875202325,2958333,3133333,3658333,FREE AGENT,,,,
9,Andrés Muñoz,26.2,4.080,475202225202628,1875000,2000000,2500000,6000000,8000000,10000000,,
10,Victor Robles,27.9,5.033,14695202429752025262027,469462,469462,4125000,5125000,9000000,,,
