,Player,Age,Service Time,Contract,AAV,2020,2021,2022,2023,2024,2025,2026
0,Tom Murphy,29.5,2.092,15772020,,577300,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,J.P. Crawford,25.7,1.163,15762020,,575800,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT,
2,Phillip Ervin,28.2,1.115,157352020,,573500,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
3,Dylan Moore,28.2,1.000,157012020,,570100,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
4,Luis Torrens,24.4,1.014,156882020,,568800,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
5,Nick Margevicius,24.3,0.100,156782020,,567800,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
6,Ty France,26.2,0.089,156712020,,567100,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
7,Justus Sheffield,24.4,0.053,156632020,,566300,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
8,Kyle Lewis,25.2,0.020,15652020,,565000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
9,Justin Dunn,25.0,0.020,156452020,,564500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
10,Anthony Misiewicz,25.9,0.000,156352020,,563500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
11,José Marmolejos,27.8,0.061,156352020,,563500,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
12,Estimated salaries for other pre-arbitration players,,,,,7325500,,,,,,
