,Player,Age,Service Time,Contract,AAV,2025,2026,2027,2028,2029,2030,2031
0,Luis Castillo,32.3,7.101,510820232720281802027,21600000,24150000,24150000,24150000,25000000,,,
1,Cal Raleigh,28.3,3.085,61032025302031,17500000,2666667,12666667,13666667,24666667,24666667,24666667,20000000
2,Julio Rodríguez,24.2,3.000,1220932023292030342029810,17441667,20185714,20185714,20185714,20185714,20185714,18000000,18000000
3,Mitch Garver,34.2,7.045,2242024252026,12000000,11500000,12000000,,,,,
4,J.P. Crawford,30.2,6.163,551202226,10200000,11000000,12000000,FREE AGENT,,,,
5,Jorge Polanco,31.7,8.024,172025202645020258,7750000,7000000,6000000,,,,,
6,Victor Robles,27.9,6.033,29752025262027,4875000,4125000,5125000,9000000,,,,
7,Donovan Solano,37.3,9.057,1352025,3500000,3500000,FREE AGENT,,,,,
8,Dylan Moore,32.6,6.000,38875202325,2958333,3658333,FREE AGENT,,,,,
9,Andrés Muñoz,26.2,5.080,475202225202628,1875000,2500000,6000000,8000000,10000000,,,
10,Rowdy Tellez,30.0,6.004,1152025,1500000,1500000,FREE AGENT,,,,,
