,Player,Age,Service Time,Contract,AAV,2024,2025,2026,2027,2028,2029,2030
0,Joey Bart,28.3,2.020,17702024,,770000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Bryan De La Cruz,28.3,2.056,17682024,,768000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
2,Johan Oviedo,27.1,2.079,17652024,,765000,ARB 1,ARB 2,ARB 3,FREE AGENT,,
3,Bailey Falter,27.9,1.138,17552024,,755000,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT,
4,Colin Holderman,29.5,1.144,17552024,,755000,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT,
5,Oneil Cruz,26.5,1.110,17552024,,755000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
6,Luis L. Ortiz,26.2,0.121,174752024,,747500,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
7,Carmen Mlodzinski,26.1,0.108,174752024,,747500,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
8,Jared Jones,23.6,,17402024,,740000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT
9,Paul Skenes,22.8,,17402024,,740000,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3,ARB 4
10,Estimated salaries for other pre-arbitration players,8140000,,,,,,,,,,
