,Player,Age,Service Time,Contract,AAV,2020,2021,2022,2023,2024,2025,2026
0,George Springer,31.0,5.166,1212020,,21000000,FREE AGENT,,,,,
1,Brad Peacock,32.7,5.165,1392020,,3900000,FREE AGENT,,,,,
2,Roberto Osuna,25.7,4.097,1102020,,10000000,ARB 4,FREE AGENT,,,,
3,Carlos Correa,26.0,4.119,182020,,8000000,ARB 3,FREE AGENT,,,,
4,Lance McCullers Jr.,27.0,4.140,1412020,,4100000,ARB 4,FREE AGENT,,,,
5,Chris Devenski,29.9,4.000,122020,,2000000,ARB 3,FREE AGENT,,,,
6,Aledmys Díaz,30.2,3.100,1262020,,2600000,ARB 2,ARB 3,FREE AGENT,,,
7,Joe Biagini,30.4,3.134,112020,,1000000,,,FREE AGENT,,,
