,Player,Age,Service Time,Contract,AAV,2021,2022,2023,2024,2025,2026,2027
0,Zack Greinke,41.4,16.057,62065201621,34416667,35000000,FREE AGENT,,,,,
1,Justin Verlander,42.1,15.002,266202021,33000000,33000000,FREE AGENT,,,,,
2,Jose Altuve,34.9,9.072,71635201824,23357143,29000000,29000000,29000000,29000000,FREE AGENT,,
3,Alex Bregman,31.0,4.070,5100202024,20000000,13000000,13000000,30500000,30500000,FREE AGENT,,
4,Michael Brantley,37.9,10.131,232202122,16000000,16000000,16000000,FREE AGENT,,,,
5,Jake Odorizzi,35.0,7.042,32952021232023,9833333,9000000,8000000,12500000,FREE AGENT,,,
6,Ryan Pressly,36.3,7.039,22752020212022,8750000,8750000,10000000,,,,,
7,Yuli Gurriel,40.8,4.043,21452021222022,7000000,6500000,8000000,FREE AGENT,,,,
8,Lance McCullers Jr.,31.5,5.140,1652021585202226,6500000,6500000,15950000,15950000,17700000,17700000,17700000,FREE AGENT
9,Pedro Báez,37.0,6.059,2125202122,6250000,4750000,5750000,7500000,,,,
10,Martín Maldonado,38.6,8.156,2720202119520222023,3500000,3500000,5000000,4500000,,,,
11,Jason Castro,37.8,10.104,27202122,3500000,3500000,3500000,FREE AGENT,,,,
12,Brooks Raley,36.7,1.045,23202021,2000000,2000000,FREE AGENT,,,,,
13,Kendall Graveman,34.3,5.078,11252021,1250000,1250000,FREE AGENT,,,,,
14,Marwin Gonzalez,36.0,8.133,18892021,88949,88949,FREE AGENT,,,,,
