,Player,Age,Service Time,Contract,AAV,2021,2022,2023,2024,2025,2026,2027
0,Johnny Cueto,39.1,13.000,6130201621,21666667,21000000,22000000,,,,,
1,Kevin Gausman,34.2,6.151,11892021,18900000,18900000,FREE AGENT,,,,,
2,Buster Posey,38.0,9.161,9167201321,18555556,22177778,22000000,,,,,
3,Brandon Belt,36.9,9.128,5728201721,14560000,17200000,FREE AGENT,,,,,
4,Brandon Crawford,38.2,9.094,675201621232202223,12500000,15200000,16000000,16000000,FREE AGENT,,,
5,Evan Longoria,39.5,12.170,6100201722,11165300,18666667,19666667,13000000,,,,
6,Tommy La Stella,36.1,6.057,31875202123,6250000,2000000,5250000,11500000,,,,
7,Anthony DeSclafani,34.9,6.062,162021,6000000,6000000,FREE AGENT,,,,,
8,Alex Wood,34.2,7.123,142520213,4250000,4250000,FREE AGENT,,,,,
9,Wilmer Flores,33.6,7.003,3952020222022,3125000,3000000,3500000,FREE AGENT,,,,
10,Jake McGee,38.6,9.127,25202122,2500000,2000000,2500000,4500000,,,,
11,Jose Alvarez,35.9,6.035,22552021222022,1150000,1050000,1500000,FREE AGENT,,,,
12,Tony Watson,39.8,9.101,112021,1000000,1000000,FREE AGENT,,,,,
