,Player,Age,Service Time,Contract,AAV,2025,2026,2027,2028,2029,2030,2031
0,Willy Adames,29.6,6.105,7182202531,26000000,13142857,13142857,31142857,31142857,31142857,31142857,31142857
1,Matt Chapman,31.9,7.109,6151202530,25166667,25166667,25166667,25166667,25166667,25166667,25166667,FREE AGENT
2,Robbie Ray,33.5,10.007,5115202226,24333333,25000000,25000000,FREE AGENT,,,,
3,Jung Hoo Lee,26.6,1.000,61132024292027,18833333,16833333,22833333,22833333,21333333,21333333,FREE AGENT,
4,Logan Webb,28.4,5.044,590202428,18000000,12000000,23000000,23000000,24000000,FREE AGENT,,
5,Justin Verlander,42.1,19.002,1152025,15000000,15000000,FREE AGENT,,,,,
6,Jordan Hicks,28.6,7.000,444202427,11000000,12500000,12500000,12500000,FREE AGENT,,,
7,Wilmer Flores,33.6,11.003,3165202325,5500000,3500000,FREE AGENT,,,,,
8,Tom Murphy,34.0,7.092,28252024252026,4125000,4000000,4000000,,,,,
9,Lou Trivino,33.5,6.163,1152025,1500000,1500000,FREE AGENT,,,,,
