,Player,Age,Service Time,Contract,AAV,2023,2024,2025,2026,2027,2028,2029
0,Joc Pederson,32.9,8.028,119652023,19650000,19650000,FREE AGENT,,,,,
1,Michael Conforto,32.1,6.043,2362023242023,18000000,18000000,18000000,FREE AGENT,,,,
2,Brandon Crawford,38.2,11.094,232202223,16000000,16000000,FREE AGENT,,,,,
3,Mitch Haniger,34.3,6.048,3435202325,14500000,7000000,19000000,17500000,,,,
4,Alex Wood,34.2,9.123,225202223,12500000,12500000,FREE AGENT,,,,,
5,Sean Manaea,33.1,6.157,1125202324,12500000,12500000,,FREE AGENT,,,,
6,Ross Stripling,35.3,6.115,225202324,12500000,12500000,12500000,FREE AGENT,,,,
7,Anthony DeSclafani,34.9,8.062,336202224,12000000,12000000,12000000,FREE AGENT,,,,
8,Taylor Rogers,34.3,6.145,333202325,11000000,9000000,12000000,12000000,FREE AGENT,,,
9,Alex Cobb,37.5,11.061,3282022242024,10000000,9000000,10000000,FREE AGENT,,,,
10,Luke Jackson,33.6,6.019,2115202324,5750000,3000000,6500000,7000000,,,,
11,Wilmer Flores,33.6,9.003,31652023252025,5500000,6500000,6500000,3500000,FREE AGENT,,,
12,Logan Webb,28.4,3.044,1452023590202428,4500000,4500000,8000000,12000000,23000000,23000000,24000000,FREE AGENT
13,Roberto Pérez,36.3,8.083,1252023,2500000,2500000,FREE AGENT,,,,,
