,Player,Age,Service Time,Contract,AAV,2025,2026,2027,2028,2029,2030,2031
0,Mike Yastrzemski,34.6,5.128,19252025,,9250000,FREE AGENT,,,,,
1,Tyler Rogers,34.3,5.034,15252025,,5250000,FREE AGENT,,,,,
2,LaMonte Wade Jr.,31.2,5.035,152025,,5000000,FREE AGENT,,,,,
3,Camilo Doval,27.7,3.071,145252025,,4525000,ARB 2,ARB 3,FREE AGENT,,,
