,Player,Age,Service Time,Contract,AAV,2020,2021,2022,2023,2024,2025,2026
0,Joey Votto,37.0,12.027,102252014232024,22500000,25000000,25000000,25000000,25000000,20000000,,
1,Mike Moustakas,32.1,8.111,4642020232024,16000000,12000000,14000000,16000000,18000000,20000000,,
2,Nick Castellanos,28.6,6.029,464202023202420202021,16000000,16000000,14000000,16000000,16000000,20000000,,
3,Sonny Gray,30.9,6.061,33052020222023,10166667,10166666,10166666,10166667,12000000,,,
4,Eugenio Suárez,29.2,5.061,7662018242025,9428571,9535714,10785714,11285714,11285714,11285714,15000000,
5,Raisel Iglesias,30.8,4.154,324125201921,8041666,9000000,9125000,FREE AGENT,,,,
6,Wade Miley,33.9,8.025,2152020212022,7500000,6000000,8000000,10000000,,,,
7,Shogo Akiyama,32.5,0.000,321202022,7000000,6000000,7000000,8000000,FREE AGENT,,,
8,Freddy Galvis,30.9,7.021,295201920,5500000,5500000,FREE AGENT,,,,,
9,Tucker Barnhart,29.7,5.075,4162018212022,4000000,3937500,4187500,7500000,,,,
10,Nate Jones,34.7,8.000,1152020,1500000,1500000,FREE AGENT,,,,,
