,Player,Age,Service Time,Contract,AAV,2020,2021,2022,2023,2024,2025,2026
0,Trevor Bauer,29.7,5.158,11752020,,17500000,FREE AGENT,,,,,
1,Anthony DeSclafani,30.5,5.062,159752020,,5975000,FREE AGENT,,,,,
2,Archie Bradley,28.2,4.112,1412020,,4100000,ARB 3,FREE AGENT,,,,
3,Michael Lorenzen,28.8,4.159,137252020,,3725000,ARB 4,FREE AGENT,,,,
4,Brian Goodwin,29.9,3.019,1222020,,2200000,ARB 2,ARB 3,FREE AGENT,,,
5,Curt Casali,31.9,3.151,1146252020,,1462500,ARB 3,ARB 4,FREE AGENT,,,
6,Travis Jankowski,29.3,3.148,11052020,,1050000,ARB 3,ARB 4,FREE AGENT,,,
7,Matt Bowman,29.4,3.021,18652020,,865000,ARB 2,ARB 3,FREE AGENT,,,
8,Jesse Biddle,29.0,2.166,15752019,,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,,
