,Player,Age,Service Time,Contract,AAV,2025,2026,2027,2028,2029,2030,2031
0,TJ Friedl,29.6,2.112,"1 yr, TBD (2025)",,TBD,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Graham Ashcraft,27.1,2.130,"1 yr, TBD (2025)",,TBD,ARB 1,ARB 2,ARB 3,FREE AGENT,,
2,Spencer Steer,27.3,2.035,"1 yr, TBD (2025)",,TBD,ARB 1,ARB 2,ARB 3,FREE AGENT,,
3,Tony Santillan,27.9,2.099,"1 yr, TBD (2025)",,TBD,ARB 1,ARB 2,ARB 3,FREE AGENT,,
4,Elly De La Cruz,23.2,1.118,17702025,,770000,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
5,Matt McLain,25.6,1.140,"1 yr, TBD (2025)",,TBD,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT,
6,Christian Encarnacion-Strand,25.3,1.077,"1 yr, TBD (2025)",,TBD,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
7,Estimated salaries for other pre-arbitration players,11400000,,,,,,,,,,
