,Player,Age,Service Time,Contract,AAV,2023,2024,2025,2026,2027,2028,2029
0,Mookie Betts,32.5,8.070,12365202132,25554824,25416667,30416667,30416667,30416667,30416667,35416667,35416667
1,Freddie Freeman,35.5,12.033,6162202227,24700000,27000000,27000000,27000000,27000000,27000000,FREE AGENT,
2,Clayton Kershaw,37.0,14.105,1202023,20000000,20000000,FREE AGENT,,,,,
3,Lance Lynn,37.9,11.119,238202223,18500000,18500000,18000000,,,,,
4,Chris Taylor,34.6,7.037,4602022252026,15000000,15000000,13000000,13000000,12000000,,,
5,Max Muncy,34.6,6.027,113520232024,13500000,13500000,10000000,,,,,
6,Enrique Hernández,33.6,8.054,1102023,10000000,10000000,FREE AGENT,,,,,
7,J.D. Martinez,37.6,11.036,1102023,10000000,10000000,FREE AGENT,,,,,
8,Joe Kelly,36.8,10.029,217202223,9000000,9000000,9500000,,,,,
9,Blake Treinen,36.7,8.065,4252021242024,8000000,8000000,1000000,FREE AGENT,,,,
10,Daniel Hudson,38.0,12.106,2125202223122024,6500000,6500000,2000000,FREE AGENT,,,,
11,David Peralta,37.6,8.120,1652023,6500000,6500000,FREE AGENT,,,,,
12,Miguel Rojas,36.1,8.043,3152023252025,5500000,5000000,5000000,5000000,FREE AGENT,,,
13,Austin Barnes,35.2,6.098,31052023252025,3500000,3500000,3500000,3500000,FREE AGENT,,,
14,Tony Gonsolin,30.9,2.152,2665202324,3325000,3250000,3400000,ARB 3,ARB 4,FREE AGENT,,
15,Ryan Yarbrough,33.2,4.117,132023,3000000,3000000,ARB 3,FREE AGENT,,,,
16,Shelby Miller,34.5,7.016,1152023,1500000,1500000,FREE AGENT,,,,,
17,Jimmy Nelson,35.8,8.107,1122023,1200000,1200000,FREE AGENT,,,,,
18,Alex Reyes,30.6,5.056,1112023,1100000,1000000,3000000,,,,,
19,Jason Heyward,35.6,13.000,17202023,720000,720000,FREE AGENT,,,,,
