,Player,Age,Service Time,Contract,AAV,2020,2021,2022,2023,2024,2025,2026
0,Clayton Kershaw,32.5,11.105,393201921,31000000,31000000,31000000,FREE AGENT,,,,
1,Mookie Betts,28.0,5.070,127202012365202132,27000000,27000000,22916666,22916666,25416666,30416666,30416667,30416667
2,Justin Turner,35.9,9.045,464201720,16000000,20000000,FREE AGENT,,,,,
3,Kenley Jansen,33.0,9.073,580201721,16000000,18800000,20800000,FREE AGENT,,,,
4,AJ Pollock,32.8,7.052,45520192220232021,12000000,16000000,19000000,10000000,10000000,,,
5,Blake Treinen,32.3,5.065,1102020,10000000,10000000,FREE AGENT,,,,,
6,Max Muncy,30.1,3.027,3262020222023,8666667,2500000,9000000,13000000,13000000,,,
7,Joe Kelly,32.3,7.029,3252019212022,8333333,8833333,8833334,12000000,,,,
8,Chris Taylor,30.1,4.037,2134202021,6700000,5600000,7800000,FREE AGENT,,,,
9,Alex Wood,29.7,6.123,142020,4000000,4000000,FREE AGENT,,,,,
10,Jimmy Nelson,31.3,5.107,112520202021,1250000,750000,2000000,,,,,
11,Jake McGee,34.2,8.127,156352020,563500,563500,FREE AGENT,,,,,
12,David Price,35.1,10.164,72172016222020,,0,32000000,32000000,FREE AGENT,,,
