,Player,Age,Service Time,Contract,AAV,2021,2022,2023,2024,2025,2026,2027
0,David Price,39.6,10.164,6185201622,31000000,32000000,32000000,FREE AGENT,,,,
1,Clayton Kershaw,37.0,12.105,393201921,31000000,31000000,FREE AGENT,,,,,
2,Max Scherzer,40.7,12.079,7210201521,28689376,42142857,FREE AGENT,,,,,
3,Mookie Betts,32.5,6.070,12365202132,25554824,22916667,22916667,25416667,30416667,30416667,30416667,30416667
4,Trevor Bauer,34.2,6.158,36440620212320232024194,21468589,38000000,3868132,22537634,FREE AGENT,,,
5,Justin Turner,40.3,10.045,234202122,17000000,12000000,20000000,16000000,,,,
6,Kenley Jansen,37.5,10.073,580201721,16000000,20000000,FREE AGENT,,,,,
7,Danny Duffy,36.3,9.085,565201721,13000000,15500000,FREE AGENT,,,,,
8,AJ Pollock,37.3,8.052,56452019222021,12900000,19000000,11500000,13000000,,,,
9,Blake Treinen,36.7,6.065,4252021242024,8750000,8000000,8000000,8000000,1000000,FREE AGENT,,
10,Max Muncy,34.6,4.027,3245202022,8666667,9000000,13000000,FREE AGENT,,,,
11,Joe Kelly,36.8,8.029,325201921,8333333,8833333,12000000,,,,,
12,Chris Taylor,34.6,5.037,2134202021,6700000,7800000,FREE AGENT,,,,,
13,Walker Buehler,30.7,2.168,28202122,4000000,3750000,4250000,ARB 3,ARB 4,FREE AGENT,,
14,Tommy Kahnle,35.6,5.131,2475202122,2375000,1025000,3725000,FREE AGENT,,,,
15,Austin Barnes,35.2,4.098,243202122,2150000,1650000,2650000,FREE AGENT,,,,
16,Jimmy Nelson,35.8,6.107,11252021,1250000,1250000,FREE AGENT,,,,,
17,Albert Pujols,45.2,20.000,142862021,428646,428646,FREE AGENT,,,,,
