,Player,Age,Service Time,Contract,AAV,2025,2026,2027,2028,2029,2030,2031
0,Shohei Ohtani,30.7,7.000,10700202433,46078769,70000000,70000000,70000000,70000000,70000000,70000000,70000000
1,Blake Snell,32.3,8.072,5182202529203090,31357257,36400000,36400000,36400000,36400000,36400000,10000000,
2,Tyler Glasnow,31.6,7.158,5136563202427202830,27312500,30000000,30000000,30000000,21562500,,,
3,Yoshinobu Yamamoto,26.6,1.000,1232520243520292031,27083333,14166667,16166667,30166667,30166667,30166667,33166667,33166667
4,Mookie Betts,32.5,10.070,12365202132,25554824,30416667,30416667,30416667,35416667,35416667,35416667,32916667
5,Freddie Freeman,35.5,14.033,6162202227,24700000,27000000,27000000,27000000,FREE AGENT,,,
6,Teoscar Hernández,32.4,7.097,3662025272028,19957137,17666667,19666667,22166667,15000000,,,
7,Michael Conforto,32.1,8.043,1172025,17000000,17000000,FREE AGENT,,,,,
8,Tanner Scott,30.7,6.059,4722025282029,15841901,16000000,16000000,20000000,20000000,5000000,,
9,Chris Taylor,34.6,9.037,4602022252026,15000000,13000000,12000000,,,,,
10,Tommy Edman,29.9,5.114,5742025292030,13040190,8400000,15650000,15650000,15650000,15650000,13000000,
11,Kirby Yates,38.0,10.021,1132025,13000000,13000000,FREE AGENT,,,,,
12,Will Smith,30.0,5.090,10140202433,12241285,16000000,16000000,16000000,12500000,12500000,12500000,12500000
13,Max Muncy,34.6,8.027,2242024252026,12000000,14500000,10000000,,,,,
14,Blake Treinen,36.7,10.065,222202526,11000000,8500000,13500000,FREE AGENT,,,,
15,Clayton Kershaw,37.0,16.105,1752025,7500000,7500000,FREE AGENT,,,,,
16,Enrique Hernández,33.6,10.054,1652025,6500000,6500000,FREE AGENT,,,,,
17,Miguel Rojas,36.1,10.043,315202325,5000000,5000000,FREE AGENT,,,,,
18,Hyeseong Kim,26.2,,31252025272028292027,4166667,2833333,4083333,4083333,5000000,5000000,,
19,Austin Barnes,35.2,8.098,3105202325,3500000,3500000,FREE AGENT,,,,,
20,Alex Vesia,29.0,4.078,12320252026,2300000,2250000,3550000,FREE AGENT,,,,
21,Luis García,38.2,9.007,1152025,1500000,1500000,FREE AGENT,,,,,
