,Player,Age,Service Time,Contract,AAV,2025,2026,2027,2028,2029,2030,2031
0,Michael Soroka,27.6,6.009,192025,9000000,9000000,FREE AGENT,,,,,
1,Trevor Williams,32.9,8.027,214202526,7000000,7000000,7000000,FREE AGENT,,,,
2,Keibert Ruiz,26.7,3.064,850202330203132,6250000,5375000,5375000,5375000,7375000,9375000,9375000,12000000
3,Josh Bell,32.6,8.053,162025,6000000,6000000,FREE AGENT,,,,,
4,Kyle Finnegan,33.6,5.000,162025,6000000,6000000,FREE AGENT,,,,,
5,Jorge López,32.1,6.094,132025,3000000,3000000,FREE AGENT,,,,,
6,Lucas Sims,30.9,6.014,132025,3000000,3000000,FREE AGENT,,,,,
7,Amed Rosario,29.3,7.062,122025,2000000,2000000,FREE AGENT,,,,,
8,Shinnosuke Ogasawara,27.5,,235202526,1750000,1500000,2000000,FREE AGENT,,,,
9,Colin Poche,31.2,5.114,1142025,1400000,1400000,FREE AGENT,,,,,
10,Paul DeJong,31.6,7.057,112025,1000000,1000000,FREE AGENT,,,,,
