,Player,Age,Service Time,Contract,AAV,2022,2023,2024,2025,2026,2027,2028
0,Joe Ross,31.8,5.018,1242022,,2400000,FREE AGENT,,,,,
1,Carl Edwards Jr.,33.6,5.020,112022,,1000000,ARB 3,FREE AGENT,,,,
2,Luke Voit,34.1,3.169,15452022,,5450000,ARB 2,ARB 3,FREE AGENT,,,
3,Erick Fedde,32.1,3.099,12152022,,2150000,ARB 2,ARB 3,FREE AGENT,,,
4,Victor Robles,27.9,3.033,11652022,,1650000,ARB 2,ARB 3,FREE AGENT,,,
5,Tanner Rainey,32.2,2.127,18602022,,860000,ARB 2,ARB 3,ARB 4,FREE AGENT,,
