,Player,Age,Service Time,Contract,AAV,2020,2021,2022,2023,2024,2025,2026
0,Aaron Barrett,32.8,2.170,12020,,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,,
1,Juan Soto,21.9,1.134,162942020,,629400,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT,
2,Victor Robles,23.4,1.052,15932020,,592800,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
3,Wander Suero,29.1,1.123,158222020,,582200,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT,
4,Erick Fedde,27.6,1.099,157772020,,577700,Pre-ARB,ARB 1,ARB 2,ARB 3,FREE AGENT,
5,Tanner Rainey,27.8,0.158,157222020,,572200,Pre-ARB,ARB 1,ARB 2,ARB 3,ARB 4,FREE AGENT
6,Kyle Finnegan,29.1,0.000,156352020,,563500,Pre-ARB,Pre-ARB,Pre-ARB,ARB 1,ARB 2,ARB 3
7,Estimated salaries for other pre-arbitration players,,,,,3381000,,,,,,
